,d_spell,f_spell,champion,side,role,assists,damage_objectives,damage_building,damage_turrets,deaths,gold_earned,kda,kills,level,time_cc,damage_total,damage_taken,total_minions_killed,turret_kills,vision_score,result
0,14,4,Leona,Side.blue,Lane.utility,6,0,0,0,6,6043,1.3333333333333333,2,9,23,15214,9404,36,0,47,False
1,11,4,Udyr,Side.red,Lane.jungle,8,547,46480,547,3,12919,6.666666666666667,12,16,32,194463,25782,23,1,20,True
2,14,4,Xerath,Side.red,Lane.utility,2,168,444,168,7,5641,0.2857142857142857,0,10,22,34038,14079,26,0,38,False
3,14,4,Zoe,Side.red,Lane.mid_lane,8,2492,3082,2492,3,10688,5.0,7,14,29,94369,11128,133,2,17,True
4,4,12,Camille,Side.red,Lane.top_lane,8,6419,7408,6419,5,12368,4.2,13,15,25,110580,20404,141,2,24,True
5,4,14,Alistar,Side.red,Lane.utility,14,625,1144,625,3,6471,5.0,1,11,37,17852,11112,25,0,30,True
6,14,4,Thresh,Side.red,Lane.utility,20,529,850,529,6,8208,3.6666666666666665,2,13,39,20610,17838,33,0,63,True
7,3,4,Xayah,Side.red,Lane.bot_lane,9,3657,16688,3657,5,16108,3.6,9,17,18,244314,20799,262,2,38,False
8,4,12,Sylas,Side.blue,Lane.mid_lane,10,7724,9580,7724,4,10734,5.0,10,14,27,116207,28866,156,2,11,True
9,11,4,XinZhao,Side.blue,Lane.jungle,2,1322,14485,1322,7,10050,1.4285714285714286,8,12,14,110857,25643,24,1,24,False
10,3,4,Jhin,Side.blue,Lane.bot_lane,2,459,2081,459,9,5453,0.4444444444444444,2,9,12,46588,13083,94,0,7,False
11,11,4,Graves,Side.red,Lane.jungle,2,0,6259,0,5,6614,0.8,2,11,11,96989,16934,12,0,21,False
12,3,4,Jhin,Side.blue,Lane.bot_lane,2,1123,1123,1123,9,9756,0.8888888888888888,6,12,15,87263,14887,125,1,12,False
13,4,1,Draven,Side.blue,Lane.bot_lane,3,9381,41009,9381,3,19293,5.333333333333333,13,17,11,282267,19553,267,1,32,True
14,12,4,Renekton,Side.blue,Lane.top_lane,3,4207,5705,4207,4,9121,1.75,4,13,12,102586,20290,153,2,6,False
15,12,4,Irelia,Side.red,Lane.mid_lane,0,0,0,0,10,5187,0.0,0,10,5,56950,18866,126,0,10,False
16,4,7,Jinx,Side.red,Lane.bot_lane,4,8087,19273,8087,7,9569,1.1428571428571428,4,12,5,93070,14182,136,2,13,True
17,14,4,Lux,Side.blue,Lane.utility,16,378,836,378,9,9156,2.2222222222222223,4,13,39,56386,15759,59,0,79,False
18,12,4,Lucian,Side.red,Lane.top_lane,9,5276,17111,5276,9,18569,2.3333333333333335,12,18,10,254391,32040,273,0,27,False
19,7,4,Kaisa,Side.blue,Lane.bot_lane,8,2614,2947,2614,8,11476,1.5,4,14,0,141198,19634,207,1,28,False
20,12,4,Irelia,Side.red,Lane.top_lane,3,1534,5413,1534,6,10306,1.0,3,14,10,123007,16442,181,0,30,True
21,14,4,Galio,Side.red,Lane.mid_lane,5,4787,5337,4787,2,11236,9.5,14,13,22,91125,11465,130,1,15,True
22,1,4,Kaisa,Side.blue,Lane.bot_lane,8,4496,21194,4496,4,12966,3.5,6,15,1,191159,13962,236,1,20,True
23,14,4,Nami,Side.blue,Lane.utility,14,0,209,0,3,7702,6.0,4,11,23,12395,10870,11,0,63,True
24,4,7,Jhin,Side.blue,Lane.bot_lane,7,3489,15401,3489,4,14015,4.25,10,16,25,148110,19560,194,2,29,True
25,11,4,LeeSin,Side.blue,Lane.jungle,6,1225,15982,1225,2,8064,6.0,6,12,10,98419,19572,30,2,23,True
26,4,14,Karma,Side.red,Lane.utility,17,1482,4221,1482,3,10408,7.0,4,14,24,34499,14553,18,0,98,True
27,7,4,Xerath,Side.red,Lane.utility,10,0,1084,0,0,6282,16.0,6,8,20,16368,6182,8,0,34,True
28,1,4,Jhin,Side.red,Lane.bot_lane,10,5423,16516,5423,2,18800,11.5,13,17,28,283652,18046,269,3,50,True
29,4,14,Zed,Side.blue,Lane.mid_lane,4,0,4646,0,8,10196,1.25,6,14,8,86188,19492,148,0,15,False
30,12,4,Gragas,Side.red,Lane.top_lane,14,1659,3681,1659,4,15960,5.5,8,18,45,161825,38449,217,1,28,True
31,12,4,Sylas,Side.red,Lane.mid_lane,2,3743,4256,3743,0,14354,19.0,17,16,13,142827,17333,195,2,18,True
32,14,4,Alistar,Side.blue,Lane.utility,13,0,5,0,8,7553,1.75,1,12,58,28464,22706,39,0,52,False
33,12,4,Camille,Side.red,Lane.top_lane,6,5571,5706,5571,7,12237,1.8571428571428572,7,15,20,110378,30493,176,1,16,False
34,7,4,Jhin,Side.red,Lane.bot_lane,2,0,0,0,7,4956,0.42857142857142855,1,9,4,38017,10856,106,0,10,False
35,11,4,LeeSin,Side.red,Lane.jungle,6,562,25482,562,5,9547,2.4,6,13,12,120027,33131,37,1,31,True
36,12,4,Volibear,Side.red,Lane.top_lane,10,2178,4646,2178,3,10910,5.333333333333333,6,15,25,124845,25120,182,0,30,True
37,4,12,Ryze,Side.blue,Lane.mid_lane,3,336,336,336,5,7548,0.8,1,12,29,80413,19065,141,1,19,False
38,4,12,Ryze,Side.red,Lane.mid_lane,19,2740,11254,2740,3,10237,6.666666666666667,1,15,25,133858,18255,188,0,26,True
39,4,14,Pantheon,Side.red,Lane.utility,6,57,488,57,6,5056,1.0,0,9,16,23710,12497,41,0,48,False
40,12,4,Lissandra,Side.blue,Lane.mid_lane,7,3350,3831,3350,2,10554,4.0,1,15,40,139823,11704,217,2,23,True
41,4,14,Irelia,Side.blue,Lane.mid_lane,4,4148,4388,4148,8,7887,1.0,4,12,11,80113,17350,140,0,14,False
42,12,4,Graves,Side.blue,Lane.top_lane,2,651,3249,651,8,7540,0.75,4,12,10,85089,18780,143,0,22,False
43,4,1,MissFortune,Side.red,Lane.bot_lane,11,9890,13278,9890,6,12848,2.5,4,13,6,112950,13061,189,3,16,True
44,4,12,Graves,Side.blue,Lane.top_lane,7,6866,9734,6866,5,13778,2.8,7,15,20,176473,24238,213,3,31,False
45,4,11,Sejuani,Side.blue,Lane.jungle,8,0,11805,0,1,9452,11.0,3,13,12,135115,21354,36,0,27,False
46,4,14,Lux,Side.blue,Lane.utility,5,401,401,401,7,6192,1.0,2,9,19,20693,11358,13,0,66,False
47,4,3,Jinx,Side.blue,Lane.bot_lane,10,3335,15282,3335,3,15747,6.0,8,17,28,269506,20478,289,0,42,False
48,14,4,Talon,Side.red,Lane.mid_lane,1,982,2595,982,6,15423,1.0,5,18,3,248601,22274,305,1,54,False
49,14,4,Thresh,Side.blue,Lane.utility,15,159,2196,159,5,6926,3.0,0,12,21,21299,16977,42,0,90,False
50,11,4,Rengar,Side.blue,Lane.jungle,4,3198,19963,3198,8,9197,1.375,7,12,11,118377,31791,21,0,26,False
51,4,12,Leblanc,Side.red,Lane.mid_lane,7,917,2950,917,4,8356,2.5,3,13,9,74338,13241,143,1,24,True
52,14,4,Rakan,Side.red,Lane.utility,13,729,949,729,5,7276,2.6,0,12,24,19907,12384,35,0,107,False
53,12,4,Syndra,Side.blue,Lane.mid_lane,11,7869,8288,7869,3,12563,6.333333333333333,8,15,30,132141,10364,176,3,26,True
54,14,4,Thresh,Side.blue,Lane.utility,16,83,944,83,12,8023,1.4166666666666667,1,12,41,19505,24008,34,0,80,False
55,12,4,Irelia,Side.red,Lane.mid_lane,3,5532,5532,5532,5,12929,3.0,12,15,12,143283,22062,210,3,12,True
56,11,4,Graves,Side.blue,Lane.jungle,8,267,35366,267,6,12480,2.6666666666666665,8,15,11,186533,18768,38,2,21,True
57,12,4,Renekton,Side.red,Lane.top_lane,1,1288,2711,1288,3,5816,0.3333333333333333,0,11,3,77659,14509,128,0,11,False
58,4,12,Yasuo,Side.red,Lane.mid_lane,7,2236,8039,2236,2,10907,6.5,6,15,17,125232,15115,178,2,16,True
59,14,4,Leona,Side.red,Lane.utility,8,0,0,0,5,7010,2.6,5,11,34,18867,14585,36,0,68,False
60,14,4,Pyke,Side.blue,Lane.utility,12,1264,3112,1264,2,7725,9.0,6,9,12,20272,9603,19,0,30,True
61,12,4,Ziggs,Side.red,Lane.bot_lane,5,44217,44217,44217,1,17011,17.0,12,16,13,239226,6895,257,7,17,True
62,4,7,Draven,Side.red,Lane.bot_lane,3,1167,1537,1167,6,10038,1.6666666666666667,7,11,9,82807,16142,158,0,14,False
63,3,4,Karma,Side.blue,Lane.utility,13,555,555,555,7,7737,2.0,1,12,29,33844,17230,24,0,74,False
64,11,4,Ekko,Side.blue,Lane.jungle,5,0,8128,0,6,8765,1.1666666666666667,2,13,11,153733,34075,10,0,18,False
65,11,4,LeeSin,Side.blue,Lane.jungle,5,205,23446,205,4,7812,2.25,4,11,12,100448,20980,10,0,14,True
66,12,4,Jayce,Side.red,Lane.top_lane,7,9849,20875,9849,2,12266,6.5,6,14,5,140922,11442,181,6,16,True
67,14,4,Darius,Side.blue,Lane.utility,9,751,2712,751,7,8838,1.8571428571428572,4,12,15,34297,23323,41,0,121,True
68,11,4,Olaf,Side.blue,Lane.jungle,10,0,38295,0,5,12867,3.0,5,17,14,189757,39666,37,1,59,False
69,7,4,Aphelios,Side.blue,Lane.bot_lane,6,2806,8932,2806,5,9270,1.6,2,12,13,101425,13637,192,0,27,False
70,12,4,Vex,Side.blue,Lane.mid_lane,8,2402,5859,2402,4,10557,3.0,4,14,29,104621,14981,173,1,14,True
71,11,4,Poppy,Side.blue,Lane.jungle,6,0,18795,0,3,9495,3.6666666666666665,5,14,27,133134,26708,34,1,37,False
72,4,14,Leona,Side.blue,Lane.utility,12,0,1356,0,0,4713,13.0,1,9,22,17326,6003,25,0,30,True
73,4,12,Vladimir,Side.blue,Lane.top_lane,2,704,853,704,4,4740,0.75,1,10,0,39507,11527,93,0,12,False
74,12,14,Katarina,Side.blue,Lane.mid_lane,1,438,539,438,4,5077,0.5,1,10,0,54225,8108,117,0,14,False
75,4,12,Leblanc,Side.red,Lane.mid_lane,8,0,0,0,5,7804,1.8,1,12,12,56441,17278,126,0,14,False
76,4,12,Viktor,Side.blue,Lane.top_lane,3,522,2252,522,1,7527,3.0,0,12,4,86320,5475,162,0,12,True
77,11,4,Kayn,Side.blue,Lane.jungle,5,0,21915,0,12,11588,1.0,7,14,12,165140,30834,29,0,26,False
78,12,4,TwistedFate,Side.blue,Lane.mid_lane,19,7331,9471,7331,4,16219,6.5,7,18,71,177985,22699,220,3,66,True
79,4,7,Jinx,Side.red,Lane.bot_lane,2,12795,15515,12795,1,10915,11.0,9,11,8,117037,7020,169,4,18,True
80,11,4,LeeSin,Side.blue,Lane.jungle,5,3723,28645,3723,5,15340,3.4,12,15,17,146607,33809,55,4,65,False
81,12,4,Akshan,Side.red,Lane.top_lane,1,3129,4420,3129,7,9036,0.7142857142857143,4,13,0,109542,17970,178,0,23,False
82,7,4,Caitlyn,Side.red,Lane.bot_lane,1,3291,3291,3291,4,7783,1.5,5,10,5,68470,6490,145,0,13,False
83,7,4,Jinx,Side.red,Lane.bot_lane,10,12433,24904,12433,3,16963,7.0,11,16,16,208974,14386,263,5,36,True
84,4,12,Jax,Side.blue,Lane.top_lane,1,4740,8922,4740,5,14320,1.8,8,16,16,153193,29391,216,2,12,False
85,4,12,Corki,Side.red,Lane.mid_lane,4,2301,4653,2301,7,8589,0.5714285714285714,0,13,1,119024,16409,201,0,13,False
86,4,7,Jhin,Side.red,Lane.bot_lane,6,2610,2610,2610,0,7853,9.0,3,10,14,73193,5610,149,2,5,True
87,11,4,LeeSin,Side.blue,Lane.jungle,14,2176,30696,2176,6,11660,2.8333333333333335,3,16,22,160663,34407,47,0,34,True
88,12,4,Leblanc,Side.red,Lane.mid_lane,16,1462,1547,1462,5,13021,4.6,7,17,41,109384,26843,186,2,35,True
89,11,4,LeeSin,Side.red,Lane.jungle,7,1078,20125,1078,8,17343,3.125,18,17,24,205435,54530,62,0,34,False
90,4,14,Karma,Side.red,Lane.utility,10,487,1408,487,3,10782,4.333333333333333,3,15,11,14730,9682,14,0,88,True
91,11,4,Ekko,Side.red,Lane.jungle,12,218,27835,218,12,15869,1.6666666666666667,8,16,26,212465,39391,46,0,33,False
92,7,4,Jhin,Side.blue,Lane.bot_lane,7,2911,5681,2911,6,14601,2.1666666666666665,6,17,27,216820,22426,294,1,34,False
93,14,4,Karma,Side.blue,Lane.utility,20,348,348,348,11,9378,1.9090909090909092,1,15,28,36949,21713,26,0,90,True
94,4,11,XinZhao,Side.blue,Lane.jungle,31,5565,35633,5565,6,16897,6.5,8,18,41,215148,62267,68,2,39,True
95,4,11,RekSai,Side.blue,Lane.jungle,14,6055,31580,6055,4,13088,5.75,9,14,20,117319,19697,43,3,24,True
96,4,11,Graves,Side.blue,Lane.jungle,5,2676,13951,2676,7,12226,2.0,9,13,17,130436,17215,47,2,23,False
97,4,12,Graves,Side.blue,Lane.top_lane,1,889,889,889,2,6311,1.5,2,11,7,66190,7243,140,0,13,False
98,12,4,Sett,Side.blue,Lane.mid_lane,4,2365,2584,2365,8,8182,1.125,5,13,18,72109,26492,139,1,19,False
99,12,4,TwistedFate,Side.red,Lane.mid_lane,8,1114,3996,1114,8,8914,1.5,4,12,48,86721,18937,138,1,18,False
100,4,11,Graves,Side.red,Lane.jungle,6,3785,30752,3785,2,14675,12.0,18,15,18,188495,15070,73,2,29,True
101,4,7,Caitlyn,Side.red,Lane.bot_lane,1,159,159,159,6,5405,0.3333333333333333,1,9,7,44549,10252,94,0,12,False
102,7,4,Jhin,Side.red,Lane.bot_lane,11,3118,11467,3118,6,13461,2.8333333333333335,6,17,15,178215,25794,214,0,45,True
103,12,4,Syndra,Side.blue,Lane.mid_lane,14,1395,1395,1395,3,8743,5.666666666666667,3,13,34,91649,13055,142,1,19,True
104,4,7,Ezreal,Side.red,Lane.bot_lane,5,5490,18949,5490,7,13041,2.0,9,14,2,170724,20090,187,1,20,False
105,4,14,Lulu,Side.blue,Lane.utility,10,402,1034,402,7,8309,1.4285714285714286,0,13,31,16221,17412,26,0,116,False
106,4,12,Vex,Side.red,Lane.mid_lane,6,1498,3335,1498,4,15187,3.75,9,17,49,198190,17719,255,0,23,False
107,4,14,Jayce,Side.red,Lane.mid_lane,17,19837,33640,19837,6,20811,6.333333333333333,21,17,13,214002,24594,195,7,28,True
108,4,14,Nautilus,Side.blue,Lane.utility,7,0,0,0,1,4649,8.0,1,8,28,15543,4461,30,0,22,True
109,12,4,Kled,Side.red,Lane.top_lane,14,7078,17639,7078,3,13633,7.333333333333333,8,15,13,144366,38711,172,2,21,True
110,12,4,Kassadin,Side.red,Lane.mid_lane,5,2731,11268,2731,7,17050,2.5714285714285716,13,17,14,178283,24342,198,1,13,True
111,4,7,Ezreal,Side.red,Lane.bot_lane,6,3426,4637,3426,10,12407,1.3,7,14,0,142642,21976,205,0,32,False
112,11,4,LeeSin,Side.red,Lane.jungle,6,3048,25693,3048,5,10069,2.0,4,14,15,131090,31415,44,1,26,True
113,4,14,Lulu,Side.blue,Lane.utility,29,486,1481,486,6,9478,4.833333333333333,0,16,38,16965,17514,31,0,91,True
114,4,11,Elise,Side.blue,Lane.jungle,9,3514,21872,3514,3,11742,6.666666666666667,11,13,17,112692,17889,25,2,31,True
115,12,4,Graves,Side.red,Lane.top_lane,0,2502,6313,2502,4,8498,0.5,2,13,11,132177,15370,194,0,21,False
116,12,4,Malphite,Side.red,Lane.top_lane,5,4123,4197,4123,6,9379,1.8333333333333333,6,13,34,85270,21417,133,1,13,False
117,12,4,Jax,Side.red,Lane.top_lane,2,1359,4855,1359,3,5564,1.0,1,10,8,50032,10909,85,0,14,True
118,4,12,Jax,Side.red,Lane.top_lane,14,2041,5254,2041,9,10371,2.0,4,15,27,107165,33106,151,1,23,True
119,4,11,Nidalee,Side.red,Lane.jungle,14,5373,26394,5373,6,15876,4.5,13,17,5,189702,35473,63,2,41,True
120,4,12,Sylas,Side.red,Lane.mid_lane,7,1975,1975,1975,7,9135,2.0,7,13,20,73128,21736,117,1,10,True
121,6,14,Vladimir,Side.red,Lane.top_lane,7,2796,2989,2796,4,8996,4.0,9,13,4,79862,21094,109,1,8,True
122,4,12,Vex,Side.red,Lane.mid_lane,10,449,5732,449,10,12030,1.9,9,14,25,120368,22558,144,0,10,True
123,4,14,Yasuo,Side.blue,Lane.mid_lane,14,1842,18068,1842,9,14928,2.4444444444444446,8,17,38,202161,32477,196,1,29,False
124,4,12,Xerath,Side.red,Lane.bot_lane,6,4349,4349,4349,3,13365,5.0,9,15,7,121488,6891,202,2,32,True
125,12,4,Graves,Side.red,Lane.top_lane,3,13925,30215,13925,5,17028,3.4,14,18,14,225807,34966,229,8,20,True
126,4,12,Ziggs,Side.red,Lane.bot_lane,7,31096,39855,31096,5,14469,2.2,4,16,9,227570,11971,260,6,16,True
127,12,4,Corki,Side.blue,Lane.mid_lane,4,3792,5679,3792,8,10229,0.875,3,13,3,110542,16814,143,1,24,False
128,12,4,Orianna,Side.blue,Lane.mid_lane,3,376,376,376,3,5147,1.0,0,11,15,50879,10159,107,0,8,False
129,4,7,Jhin,Side.blue,Lane.bot_lane,3,0,643,0,9,10326,0.6666666666666666,3,13,17,140132,22026,177,0,21,False
130,4,1,Jhin,Side.red,Lane.bot_lane,0,453,616,453,3,7275,0.3333333333333333,1,11,16,85736,11505,156,0,22,False
131,12,4,Graves,Side.red,Lane.top_lane,0,1524,20924,1524,6,12516,0.6666666666666666,4,16,12,177386,24511,240,1,36,True
132,11,4,RekSai,Side.red,Lane.jungle,3,3198,11686,3198,7,9077,1.0,4,12,12,111688,27026,15,0,21,False
133,4,7,Caitlyn,Side.red,Lane.bot_lane,8,6952,17199,6952,4,16016,5.75,15,16,16,190291,15500,216,3,27,True
134,4,11,Viego,Side.red,Lane.jungle,3,0,5336,0,4,6164,1.75,4,10,7,69690,16577,14,0,13,False
135,12,4,Viktor,Side.red,Lane.mid_lane,3,2657,2657,2657,5,8041,0.8,1,13,18,99265,12019,173,1,11,False
136,14,4,Gragas,Side.blue,Lane.utility,18,525,3225,525,6,7783,3.0,0,12,43,23215,18718,31,0,53,True
137,4,12,Jayce,Side.blue,Lane.top_lane,13,9817,31928,9817,10,18953,2.4,11,18,10,280067,27531,258,2,48,True
138,11,4,Poppy,Side.red,Lane.jungle,6,0,15904,0,7,9590,1.7142857142857142,6,13,31,118564,28149,31,1,38,False
139,4,7,Jhin,Side.blue,Lane.bot_lane,12,1906,3827,1906,11,13389,1.7272727272727273,7,14,28,145822,22389,193,0,20,False
140,4,14,Nautilus,Side.blue,Lane.utility,2,59,59,59,3,4491,1.6666666666666667,3,8,42,15997,6465,37,0,24,False
141,4,12,Sett,Side.blue,Lane.top_lane,10,1572,2692,1572,6,14322,3.6666666666666665,12,17,34,133100,43633,182,0,38,True
142,14,4,Rakan,Side.blue,Lane.utility,15,354,458,354,5,8029,3.8,4,13,21,24380,18141,35,1,76,True
143,11,4,JarvanIV,Side.red,Lane.jungle,11,0,10246,0,10,8120,1.2,1,12,16,103488,23322,11,0,27,False
144,11,4,XinZhao,Side.blue,Lane.jungle,4,935,34301,935,0,10498,12.0,8,13,15,123917,20325,18,0,30,True
145,14,7,Yuumi,Side.red,Lane.utility,5,142,142,142,7,4978,0.8571428571428571,1,7,2,6640,6926,6,0,28,False
146,12,4,Gragas,Side.blue,Lane.top_lane,15,956,2898,956,3,9058,6.333333333333333,4,14,46,69526,19349,112,0,11,True
147,4,11,Graves,Side.blue,Lane.jungle,4,1601,11484,1601,6,8603,1.3333333333333333,4,12,12,117352,15330,45,1,10,False
148,1,4,Jhin,Side.red,Lane.bot_lane,0,0,0,0,5,4822,0.2,1,9,4,37854,6716,95,0,6,False
149,14,4,Leona,Side.blue,Lane.utility,10,121,190,121,4,5618,2.5,0,9,35,21133,13437,29,0,46,False
150,12,4,Jayce,Side.red,Lane.top_lane,6,1758,7578,1758,8,9669,1.125,3,14,9,121095,17908,171,1,21,False
151,12,4,Corki,Side.red,Lane.mid_lane,2,1239,1676,1239,4,8858,1.5,4,12,0,73275,9207,140,0,7,False
152,14,4,Karma,Side.blue,Lane.utility,8,250,1251,250,5,6463,1.6,0,14,19,21574,16346,21,0,80,False
153,4,14,Karma,Side.red,Lane.utility,15,858,1023,858,8,7624,1.875,0,12,22,25779,21412,20,0,87,False
154,3,4,Samira,Side.blue,Lane.bot_lane,9,7509,9542,7509,4,13139,5.5,13,12,6,103647,17270,154,2,14,True
155,4,14,Leona,Side.red,Lane.utility,13,125,488,125,5,7260,3.0,2,12,39,15143,16663,35,0,46,True
156,14,4,Sett,Side.red,Lane.utility,15,398,454,398,3,7840,5.666666666666667,2,12,40,32732,14537,47,0,75,True
157,7,4,Jinx,Side.red,Lane.bot_lane,9,13951,24599,13951,1,12350,18.0,9,13,10,144872,11146,198,4,11,True
158,12,4,Renekton,Side.blue,Lane.top_lane,5,4136,6601,4136,5,10297,2.2,6,13,17,113199,24162,177,2,23,False
159,4,14,Lux,Side.red,Lane.utility,16,821,1396,821,9,10428,2.2222222222222223,4,13,48,50178,16801,48,0,88,True
160,12,4,Gragas,Side.red,Lane.top_lane,15,4301,9612,4301,5,10716,3.6,3,16,67,107582,33719,156,2,26,True
161,7,4,Ezreal,Side.red,Lane.bot_lane,12,908,11072,908,9,14996,2.2222222222222223,8,16,2,192953,29832,210,0,20,False
162,12,4,Irelia,Side.red,Lane.top_lane,3,8180,10179,8180,6,12823,2.1666666666666665,10,15,9,142565,23553,185,5,16,True
163,12,4,Ziggs,Side.red,Lane.bot_lane,7,6225,7511,6225,9,11344,1.0,2,15,18,180276,17909,253,1,35,False
164,4,11,JarvanIV,Side.blue,Lane.jungle,8,0,11767,0,1,6287,12.0,4,10,6,72577,11493,10,0,20,True
165,4,12,Yone,Side.blue,Lane.top_lane,6,6877,21994,6877,2,12902,8.0,10,16,15,162047,17334,181,3,19,True
166,11,4,LeeSin,Side.blue,Lane.jungle,7,1032,22342,1032,2,10745,10.0,13,13,15,121364,23518,20,1,25,True
167,14,4,Leona,Side.red,Lane.utility,3,0,0,0,3,3559,1.0,0,7,16,13551,7198,23,0,19,False
168,4,3,Braum,Side.red,Lane.utility,13,716,1364,716,3,5671,4.333333333333333,0,9,26,16662,7883,34,0,33,True
169,4,11,Viego,Side.blue,Lane.jungle,6,2108,27931,2108,4,13425,4.0,10,15,19,166786,34913,36,2,49,True
170,4,11,Viego,Side.blue,Lane.jungle,4,367,2293,367,6,11870,2.3333333333333335,10,13,18,134205,26934,26,1,36,False
171,4,12,Ziggs,Side.blue,Lane.bot_lane,9,50654,53740,50654,1,12019,16.0,7,12,10,168242,7018,186,8,9,True
172,4,14,Qiyana,Side.blue,Lane.mid_lane,8,1735,6246,1735,3,9430,3.6666666666666665,3,14,6,107356,10513,159,1,20,True
173,11,4,Elise,Side.red,Lane.jungle,9,991,27172,991,6,7526,1.8333333333333333,2,12,18,81404,17568,15,0,25,True
174,4,11,Zed,Side.red,Lane.jungle,6,0,31081,0,3,10784,6.333333333333333,13,13,7,126765,17375,29,0,26,True
175,12,4,TwistedFate,Side.blue,Lane.mid_lane,10,6855,8776,6855,1,11034,12.0,2,15,24,129971,9596,183,2,20,False
176,3,4,Ezreal,Side.blue,Lane.bot_lane,5,344,2614,344,11,10215,0.8181818181818182,4,13,2,115449,21090,156,0,9,False
177,11,4,Nidalee,Side.red,Lane.jungle,3,903,6187,903,6,7138,1.1666666666666667,4,11,2,89250,20653,27,0,26,False
178,4,12,TwistedFate,Side.blue,Lane.mid_lane,11,6607,6838,6607,7,13180,2.4285714285714284,6,16,36,131895,19836,195,3,20,True
179,4,11,LeeSin,Side.red,Lane.jungle,13,3515,24349,3515,5,15198,4.4,9,17,31,184936,47904,27,1,43,True
180,4,11,LeeSin,Side.blue,Lane.jungle,1,0,1546,0,4,6375,0.75,2,10,6,69233,18342,16,0,19,False
181,1,4,Jhin,Side.blue,Lane.bot_lane,6,0,767,0,5,8485,1.4,1,12,16,108130,13702,187,0,20,False
182,11,4,Nunu,Side.blue,Lane.jungle,11,0,8333,0,4,8180,4.0,5,12,22,97226,19661,28,0,17,True
183,12,4,Sylas,Side.blue,Lane.mid_lane,3,0,425,0,9,8043,0.7777777777777778,4,11,23,54875,25780,122,0,14,False
184,4,12,Viktor,Side.blue,Lane.mid_lane,4,3718,3924,3718,4,9688,1.0,0,14,15,133248,17521,220,2,30,True
185,12,4,Camille,Side.blue,Lane.top_lane,10,9019,17100,9019,8,18859,3.0,14,18,34,226085,54635,224,5,43,True
186,11,4,XinZhao,Side.red,Lane.jungle,17,2975,37731,2975,4,13268,6.75,10,15,29,122315,40049,26,2,39,True
187,12,4,Akali,Side.blue,Lane.mid_lane,2,2140,9375,2140,9,11446,0.8888888888888888,6,15,4,133556,33793,212,1,24,False
188,4,7,Jhin,Side.red,Lane.bot_lane,22,4589,6134,4589,5,11479,5.6,6,14,19,108098,14169,158,2,12,True
189,1,4,Jhin,Side.red,Lane.bot_lane,6,2053,4175,2053,8,11868,1.375,5,14,32,150533,22717,218,0,20,False
190,4,7,Aphelios,Side.red,Lane.bot_lane,5,3044,3211,3044,7,9988,1.0,2,12,19,118731,18093,216,0,17,False
191,12,14,Camille,Side.blue,Lane.top_lane,14,13720,19791,13720,4,15996,5.5,8,17,22,151712,25076,204,5,15,True
192,12,4,Orianna,Side.blue,Lane.mid_lane,15,4545,7542,4545,1,12593,19.0,4,16,19,169668,14891,222,3,22,True
193,4,11,LeeSin,Side.red,Lane.jungle,11,305,37414,305,5,9673,2.6,2,14,19,133710,34596,25,1,42,True
194,3,4,Zyra,Side.red,Lane.utility,21,1459,1531,1459,6,10141,4.0,3,14,80,41462,25006,48,0,62,True
195,12,4,Graves,Side.red,Lane.top_lane,3,2232,3294,2232,3,9183,3.3333333333333335,7,12,8,89242,12113,126,1,9,True
196,14,4,Zoe,Side.red,Lane.mid_lane,4,0,306,0,10,7588,0.5,1,13,27,83273,19489,178,0,22,False
197,6,4,Tryndamere,Side.blue,Lane.top_lane,3,3624,12498,3624,8,10362,0.875,4,15,6,142971,34053,173,1,20,False
198,3,4,Zyra,Side.red,Lane.utility,11,1373,8684,1373,5,8544,2.6,2,13,52,43794,20220,43,1,64,True
199,4,7,Vayne,Side.red,Lane.bot_lane,3,912,912,912,8,8386,1.25,7,11,8,57733,15469,108,0,11,False
200,11,4,Poppy,Side.blue,Lane.jungle,6,1016,10199,1016,3,8929,3.6666666666666665,5,12,20,88809,13222,29,0,20,True
201,7,4,Ezreal,Side.red,Lane.bot_lane,1,0,165,0,8,7457,0.375,2,11,0,64294,19437,147,0,17,False
202,11,4,Nunu,Side.red,Lane.jungle,18,131,24039,131,2,10271,10.0,2,14,22,141520,30971,28,1,23,True
203,4,14,Lux,Side.blue,Lane.utility,13,603,903,603,1,6336,13.0,0,11,24,19327,7167,13,0,41,True
204,12,4,Yasuo,Side.blue,Lane.top_lane,1,2050,4857,2050,9,8221,0.1111111111111111,0,13,18,116741,18966,192,1,9,False
205,4,12,Gragas,Side.blue,Lane.top_lane,10,5500,10408,5500,1,12285,19.0,9,17,38,123982,30054,203,0,20,True
206,11,4,Olaf,Side.blue,Lane.jungle,5,0,2466,0,7,6949,1.2857142857142858,4,11,12,88422,22211,18,0,15,False
207,12,4,Viktor,Side.red,Lane.mid_lane,8,1802,4855,1802,4,11108,4.25,9,13,14,126805,13609,175,0,18,True
208,7,4,Jinx,Side.blue,Lane.bot_lane,5,4459,4627,4459,8,10701,1.0,3,12,14,149151,23397,207,1,21,False
209,1,4,Jhin,Side.blue,Lane.bot_lane,15,0,4422,0,6,12052,3.1666666666666665,4,15,26,160633,20055,206,0,10,False
