,d_spell,f_spell,champion,side,role,assists,damage_objectives,damage_building,damage_turrets,deaths,gold_earned,kda,kills,level,time_cc,damage_total,damage_taken,total_minions_killed,turret_kills,vision_score,result
5120,14,4,Rakan,Side.blue,Lane.utility,11,487,1428,487,10,6262,1.2,1,10,21,8934,16357,13,0,65,False
5121,4,14,Pyke,Side.red,Lane.utility,9,351,351,351,5,14491,4.2,12,15,29,31914,16989,63,0,131,True
5122,4,11,Kindred,Side.red,Lane.jungle,2,0,9917,0,10,9425,0.8,6,12,5,139327,24011,32,0,21,False
5123,4,11,LeeSin,Side.blue,Lane.jungle,19,2500,16529,2500,6,14271,4.0,5,17,28,199330,52376,55,1,38,True
5124,4,7,Caitlyn,Side.blue,Lane.bot_lane,8,6489,20115,6489,2,8504,5.0,2,11,4,114734,7137,155,3,16,True
5125,4,11,LeeSin,Side.red,Lane.jungle,3,2288,9882,2288,7,9799,2.2857142857142856,13,12,13,88470,16434,25,1,16,True
5126,12,4,TwistedFate,Side.red,Lane.mid_lane,9,1817,1817,1817,3,10497,5.0,6,14,43,105513,18118,155,0,24,True
5127,12,14,Yone,Side.red,Lane.top_lane,2,5815,8784,5815,3,12186,4.0,10,15,16,153228,19655,185,2,8,True
5128,14,4,Pyke,Side.blue,Lane.utility,9,0,0,0,2,8679,7.5,6,12,12,24796,9975,42,0,53,True
5129,12,4,Kennen,Side.red,Lane.top_lane,0,2090,2090,2090,6,5985,0.3333333333333333,2,10,20,44012,10654,115,0,5,False
5130,4,11,Taliyah,Side.blue,Lane.jungle,6,352,8108,352,6,8145,1.5,3,12,9,103974,20456,45,0,17,False
5131,12,4,TwistedFate,Side.red,Lane.mid_lane,16,7428,10949,7428,7,15120,3.0,5,17,54,181907,19978,230,4,23,True
5132,12,4,Jax,Side.blue,Lane.top_lane,3,2470,11674,2470,2,7372,3.0,3,11,12,74599,12289,117,1,9,True
5133,14,4,Sona,Side.red,Lane.utility,23,709,1733,709,7,9436,3.857142857142857,4,14,12,17421,18936,16,0,80,True
5134,6,4,Tryndamere,Side.red,Lane.top_lane,2,3295,9970,3295,7,13147,1.5714285714285714,9,15,9,159666,30557,185,2,18,False
5135,11,4,Zed,Side.blue,Lane.jungle,8,1743,28871,1743,1,10491,15.0,7,13,4,124771,12937,30,1,22,True
5136,14,4,Syndra,Side.blue,Lane.mid_lane,11,3972,3972,3972,5,12016,3.8,8,14,31,120887,14149,172,2,18,True
5137,1,4,Caitlyn,Side.red,Lane.bot_lane,6,3353,3638,3353,9,13551,1.5555555555555556,8,14,12,149614,19567,211,1,31,False
5138,4,14,Akshan,Side.blue,Lane.mid_lane,14,4296,14744,4296,7,17215,4.142857142857143,15,18,0,191933,25793,219,0,22,True
5139,14,4,Alistar,Side.blue,Lane.utility,4,0,104,0,11,5121,0.36363636363636365,0,9,33,14716,19570,28,0,55,False
5140,12,4,Syndra,Side.blue,Lane.mid_lane,3,0,2792,0,7,6720,0.7142857142857143,2,11,15,66244,16008,127,0,17,False
5141,4,1,Samira,Side.red,Lane.bot_lane,11,6106,6106,6106,8,11705,2.875,12,12,2,94443,16560,138,2,5,True
5142,14,4,Vladimir,Side.red,Lane.top_lane,12,4228,19183,4228,3,14662,7.666666666666667,11,18,4,167412,36823,199,1,22,True
5143,4,11,Graves,Side.red,Lane.jungle,9,223,21632,223,8,14147,1.875,6,16,27,258633,35262,95,0,25,False
5144,4,11,LeeSin,Side.blue,Lane.jungle,0,820,6560,820,6,9710,1.5,9,12,14,119828,24110,26,0,17,False
5145,14,4,Leblanc,Side.blue,Lane.mid_lane,7,960,2322,960,10,14320,1.7,10,16,15,144366,31063,200,0,29,False
5146,12,4,Graves,Side.red,Lane.top_lane,1,3439,8456,3439,6,9796,1.0,5,13,16,146608,19795,164,1,25,False
5147,4,11,RekSai,Side.blue,Lane.jungle,3,234,3827,234,7,5616,1.1428571428571428,5,9,18,54571,13061,1,0,6,False
5148,12,4,Singed,Side.red,Lane.top_lane,11,437,1861,437,9,10669,1.8888888888888888,6,14,42,97129,35106,142,0,32,False
5149,14,4,Maokai,Side.red,Lane.utility,16,790,1413,790,4,9050,5.25,5,13,68,30323,20496,40,0,57,True
5150,4,7,Caitlyn,Side.red,Lane.bot_lane,2,9013,9013,9013,0,9623,7.0,5,11,6,83794,4052,147,3,15,True
5151,4,14,Pyke,Side.blue,Lane.utility,12,0,476,0,5,11743,3.8,7,13,22,23420,15946,53,0,118,True
5152,11,4,XinZhao,Side.blue,Lane.jungle,11,4288,35058,4288,4,14364,5.5,11,16,23,197407,39553,29,2,33,True
5153,4,14,Rakan,Side.blue,Lane.utility,21,439,2616,439,2,9936,11.5,2,14,28,22205,12742,41,0,122,True
5154,3,4,Soraka,Side.red,Lane.utility,18,2564,3011,2564,1,7393,18.0,0,12,28,17900,5644,15,1,55,True
5155,12,4,Syndra,Side.blue,Lane.bot_lane,9,9556,24427,9556,5,16849,3.4,8,18,38,272214,16095,309,4,35,True
5156,4,14,Rell,Side.blue,Lane.utility,9,107,311,107,3,7736,5.333333333333333,7,12,27,19115,12207,31,1,62,True
5157,4,14,Lux,Side.red,Lane.utility,14,986,2488,986,4,8906,5.5,8,11,51,35320,9135,16,0,67,True
5158,11,4,Ekko,Side.blue,Lane.jungle,2,5401,22194,5401,0,11733,15.0,13,13,13,142843,15658,51,3,20,True
5159,7,4,Jhin,Side.blue,Lane.bot_lane,6,3283,5173,3283,0,8293,11.0,5,11,7,78857,7881,143,2,8,True
5160,14,4,Janna,Side.red,Lane.utility,8,352,3599,352,12,7011,0.8333333333333334,2,13,38,22411,18254,20,0,70,False
5161,14,4,Blitzcrank,Side.red,Lane.utility,7,0,0,0,10,7134,0.9,2,12,24,17885,19411,35,0,45,False
5162,11,4,Viego,Side.blue,Lane.jungle,5,643,20354,643,6,10665,1.1666666666666667,2,14,18,132425,33464,23,2,31,False
5163,12,14,Fiora,Side.blue,Lane.top_lane,4,11985,17915,11985,4,13573,2.75,7,15,8,148497,30828,220,4,13,False
5164,4,12,Corki,Side.blue,Lane.mid_lane,3,276,276,276,7,9766,0.8571428571428571,3,13,3,104512,20891,186,0,23,False
5165,4,14,Lulu,Side.red,Lane.utility,16,2202,3751,2202,5,9583,4.0,4,13,26,20058,15262,20,0,97,True
5166,12,4,Jayce,Side.blue,Lane.top_lane,0,582,1149,582,8,13726,1.5,12,14,10,101667,17910,144,0,24,False
5167,4,7,Ezreal,Side.blue,Lane.bot_lane,3,4242,4242,4242,3,10267,3.3333333333333335,7,13,1,94246,9983,169,0,16,True
5168,4,12,Akali,Side.red,Lane.mid_lane,2,655,655,655,5,5738,0.6,1,11,1,48419,11233,121,0,13,False
5169,4,12,Xerath,Side.blue,Lane.bot_lane,12,3433,6712,3433,7,18427,3.142857142857143,10,18,15,250837,24422,246,1,31,False
5170,12,4,Akali,Side.red,Lane.mid_lane,7,1796,1796,1796,6,17331,2.8333333333333335,10,18,1,182216,32973,224,0,26,False
5171,4,12,Corki,Side.blue,Lane.mid_lane,2,842,1020,842,9,7329,0.3333333333333333,1,12,1,80118,15350,158,0,18,False
5172,14,12,Akali,Side.blue,Lane.top_lane,6,2572,12713,2572,2,13768,7.0,8,16,1,156228,23550,226,1,25,False
5173,14,4,Lux,Side.red,Lane.utility,4,841,986,841,8,7909,1.0,4,11,58,43269,14932,34,0,53,False
5174,14,4,Leblanc,Side.blue,Lane.mid_lane,11,1094,1177,1094,6,9480,2.6666666666666665,5,13,15,70200,18434,125,0,14,True
5175,12,4,Yone,Side.blue,Lane.mid_lane,12,1118,3562,1118,4,15283,4.75,7,17,21,217727,26226,211,1,25,True
5176,14,4,Lulu,Side.red,Lane.utility,23,1194,1194,1194,5,7838,4.8,1,11,19,13581,12180,10,0,52,True
5177,4,7,Caitlyn,Side.red,Lane.bot_lane,7,8623,19374,8623,6,15618,2.5,8,16,22,211738,22923,231,3,34,True
5178,11,4,Talon,Side.blue,Lane.jungle,6,454,15078,454,1,10227,18.0,12,13,2,116269,13033,41,0,13,True
5179,1,4,Jhin,Side.red,Lane.bot_lane,8,4951,9568,4951,8,16363,3.0,16,15,26,192613,23437,218,2,14,False
5180,14,4,Blitzcrank,Side.red,Lane.utility,23,884,1107,884,6,10699,5.333333333333333,9,14,50,26821,23232,30,0,75,True
5181,12,4,Syndra,Side.red,Lane.mid_lane,3,1046,2786,1046,5,5643,0.6,0,11,23,61410,11976,138,0,12,False
5182,14,4,Leona,Side.blue,Lane.utility,2,0,0,0,5,5945,0.6,1,10,24,16604,13078,35,0,67,False
5183,3,4,Vayne,Side.blue,Lane.bot_lane,3,5984,8291,5984,5,11643,1.8,6,13,15,126365,16395,226,2,25,False
5184,3,4,Kaisa,Side.red,Lane.bot_lane,7,7236,8404,7236,7,13092,2.2857142857142856,9,15,6,163359,16519,196,2,18,True
5185,12,4,Viktor,Side.red,Lane.mid_lane,0,1150,1374,1150,2,7255,0.0,0,12,6,89598,8649,187,0,19,False
5186,6,4,Tryndamere,Side.red,Lane.top_lane,6,6656,10555,6656,10,11049,1.1,5,13,9,116316,29442,144,2,20,False
5187,4,14,Nautilus,Side.red,Lane.utility,18,745,1253,745,4,6015,4.5,0,12,45,26155,10996,25,1,39,True
5188,11,4,Viego,Side.blue,Lane.jungle,0,0,4563,0,2,8857,2.5,5,12,9,101434,20505,26,0,23,False
5189,4,14,Thresh,Side.blue,Lane.utility,18,894,2108,894,5,9210,4.2,3,14,22,20350,18000,29,0,67,True
5190,4,14,Alistar,Side.red,Lane.utility,15,0,0,0,8,8870,2.25,3,14,48,21320,28741,34,0,86,True
5191,4,14,Akshan,Side.blue,Lane.mid_lane,4,2590,2732,2590,2,13950,12.0,20,13,4,95284,10529,136,0,12,True
5192,3,4,MissFortune,Side.red,Lane.bot_lane,2,2233,5907,2233,10,8401,0.4,2,12,3,95402,14929,176,1,31,False
5193,4,3,Karma,Side.blue,Lane.utility,19,301,1650,301,4,7177,5.0,1,12,22,14449,11672,11,0,66,False
5194,7,4,Jhin,Side.blue,Lane.bot_lane,10,3136,3136,3136,0,9439,11.0,1,13,17,114871,5617,197,0,24,True
5195,4,14,Rell,Side.blue,Lane.utility,10,48,2633,48,0,5426,14.0,4,9,17,15846,3958,22,0,28,True
5196,4,14,Zoe,Side.blue,Lane.mid_lane,5,3276,3320,3276,4,7405,2.25,4,10,10,53436,7455,109,2,15,True
5197,12,14,Gwen,Side.red,Lane.top_lane,10,8392,13421,8392,5,15649,3.4,7,18,6,182335,36303,258,3,29,True
5198,4,3,Karma,Side.red,Lane.utility,13,1561,2801,1561,1,7930,16.0,3,12,14,16745,6257,16,1,56,True
5199,11,4,Graves,Side.blue,Lane.jungle,6,8109,47111,8109,1,18300,16.0,10,17,22,306298,22401,145,1,55,True
5200,11,4,Viego,Side.red,Lane.jungle,3,0,4307,0,8,9025,1.0,5,12,13,96301,21533,22,0,21,False
5201,4,11,Taliyah,Side.red,Lane.jungle,4,27,6296,27,4,6978,1.5,2,11,7,102081,12293,41,0,10,False
5202,1,4,Jhin,Side.red,Lane.bot_lane,5,792,937,792,3,8385,1.6666666666666667,0,12,10,105445,13078,204,0,23,False
5203,4,3,MissFortune,Side.red,Lane.bot_lane,15,2517,10884,2517,10,13048,2.1,6,15,8,151896,17361,211,2,37,True
5204,11,4,LeeSin,Side.red,Lane.jungle,6,0,19259,0,6,9250,2.3333333333333335,8,13,14,108374,26534,24,0,20,True
5205,12,4,Nasus,Side.red,Lane.top_lane,4,7821,7920,7821,5,12739,2.2,7,16,14,157811,25415,198,3,8,False
5206,12,4,Jayce,Side.red,Lane.top_lane,9,7533,16870,7533,6,10422,2.5,6,15,9,120314,16014,131,5,21,True
5207,7,4,Senna,Side.red,Lane.utility,6,1006,3945,1006,7,6649,1.1428571428571428,2,10,21,33552,15900,17,0,31,False
5208,14,4,Thresh,Side.blue,Lane.utility,16,852,852,852,5,6075,3.4,1,10,24,13556,12213,27,0,31,True
5209,12,4,Leblanc,Side.red,Lane.mid_lane,4,10248,10248,10248,0,12723,18.0,14,14,14,119335,13598,182,5,19,True
5210,4,7,Lucian,Side.red,Lane.bot_lane,11,4184,25116,4184,7,19131,3.5714285714285716,14,18,3,258835,23426,294,2,64,False
5211,12,4,Syndra,Side.red,Lane.utility,11,0,913,0,10,13427,1.5,4,17,32,190508,23936,254,0,24,True
5212,12,4,Orianna,Side.blue,Lane.mid_lane,3,2869,2869,2869,4,8505,1.5,3,13,17,90647,12075,161,1,17,False
5213,21,4,Taliyah,Side.blue,Lane.mid_lane,4,369,12024,369,3,12563,2.3333333333333335,3,16,22,184094,16428,244,0,28,False
5214,12,4,Lissandra,Side.red,Lane.mid_lane,1,1098,1991,1098,2,4961,0.5,0,10,12,56243,7625,119,0,11,False
5215,4,11,RekSai,Side.red,Lane.jungle,12,4763,34490,4763,6,11423,3.0,6,15,20,148968,21891,26,3,32,True
5216,4,1,Irelia,Side.red,Lane.mid_lane,2,467,467,467,8,6778,0.5,2,11,10,85544,15110,140,0,8,False
5217,4,11,LeeSin,Side.blue,Lane.jungle,4,263,13041,263,10,8347,1.0,6,11,20,84248,32452,26,0,20,False
5218,11,4,XinZhao,Side.blue,Lane.jungle,4,935,34301,935,0,10498,12.0,8,13,15,123917,20325,18,0,30,True
5219,12,4,Ryze,Side.blue,Lane.mid_lane,11,976,3696,976,3,9240,5.0,4,13,19,104911,18434,178,1,15,False
5220,4,11,Graves,Side.red,Lane.jungle,9,318,13231,318,8,7567,1.25,1,12,10,95203,17098,36,0,21,False
5221,14,4,Akali,Side.red,Lane.mid_lane,4,2797,3641,2797,4,13205,3.75,11,16,1,126453,19243,183,1,18,True
5222,4,7,Aphelios,Side.blue,Lane.bot_lane,8,3574,9341,3574,8,13182,2.125,9,14,28,152428,22536,195,2,31,False
5223,12,4,Gragas,Side.red,Lane.top_lane,23,3747,6392,3747,2,13741,16.0,9,16,67,90354,34044,145,1,19,True
5224,12,4,Yone,Side.red,Lane.top_lane,1,2898,2898,2898,6,5816,0.3333333333333333,1,10,9,69578,10298,111,0,6,True
5225,4,1,Samira,Side.red,Lane.bot_lane,3,1182,2377,1182,10,8867,0.7,4,11,0,84567,18076,150,1,21,False
5226,4,7,Jinx,Side.blue,Lane.bot_lane,9,9337,29146,9337,7,14134,2.7142857142857144,10,15,7,141684,18318,170,5,27,True
5227,4,14,Qiyana,Side.blue,Lane.mid_lane,3,1281,2387,1281,7,9399,1.5714285714285714,8,13,13,85751,14600,117,1,17,True
5228,12,4,Galio,Side.blue,Lane.mid_lane,14,5455,6028,5455,5,13115,5.0,11,15,39,117264,25321,178,3,33,True
5229,12,4,Urgot,Side.blue,Lane.top_lane,0,675,675,675,2,6250,1.0,2,11,9,54721,7731,131,0,10,True
5230,1,4,Samira,Side.red,Lane.bot_lane,6,6542,8851,6542,2,13380,10.0,14,14,4,126499,16771,197,2,33,True
5231,4,14,Rakan,Side.red,Lane.utility,17,2618,2618,2618,3,8160,6.0,1,12,23,17627,9111,22,2,81,True
5232,4,12,Yone,Side.red,Lane.top_lane,6,7736,14814,7736,5,16615,3.8,13,18,19,216922,33358,246,3,14,True
5233,4,7,Caitlyn,Side.blue,Lane.bot_lane,7,3963,16280,3963,4,13141,3.5,7,16,22,201734,16749,230,1,20,True
5234,4,11,JarvanIV,Side.red,Lane.jungle,7,0,825,0,8,6236,1.25,3,10,15,50404,18447,21,0,20,False
5235,4,14,Gragas,Side.red,Lane.utility,11,214,421,214,8,6673,1.375,0,12,37,22743,23426,17,0,73,False
5236,7,4,Lucian,Side.blue,Lane.bot_lane,2,3472,5986,3472,10,8470,0.5,3,12,1,92883,16548,170,1,17,False
5237,12,4,Gragas,Side.red,Lane.top_lane,8,2796,3872,2796,3,7902,3.0,1,14,20,67293,21642,134,1,10,True
5238,7,4,Kaisa,Side.red,Lane.bot_lane,8,4349,16463,4349,4,16541,6.25,17,16,3,188770,20480,211,1,23,True
5239,12,4,LeeSin,Side.red,Lane.top_lane,4,1895,2918,1895,5,9055,1.0,1,14,12,99159,21690,177,2,7,False
5240,12,4,Akali,Side.blue,Lane.mid_lane,2,0,0,0,4,10902,1.5,4,16,2,115113,28598,203,0,16,True
5241,12,4,Tryndamere,Side.blue,Lane.top_lane,0,10347,20555,10347,8,12512,0.75,6,15,8,161972,33800,216,2,21,False
5242,4,11,Kindred,Side.red,Lane.jungle,8,2205,43538,2205,6,13115,3.0,10,15,7,179270,26692,29,2,40,True
5243,3,4,Kaisa,Side.blue,Lane.bot_lane,3,3571,4490,3571,1,8951,8.0,5,12,2,96435,6127,167,1,10,True
5244,4,11,XinZhao,Side.blue,Lane.jungle,8,800,11473,800,1,8153,16.0,8,10,7,72975,15451,11,0,15,True
5245,4,12,Lucian,Side.blue,Lane.top_lane,2,1156,1156,1156,10,9254,0.7,5,13,0,104802,16736,183,0,19,False
5246,3,4,Karma,Side.red,Lane.utility,8,1192,4192,1192,5,7272,1.8,1,12,29,33756,14508,26,1,59,False
5247,14,4,Leona,Side.red,Lane.utility,7,0,259,0,9,6613,1.0,2,11,27,15329,16740,39,0,63,False
5248,4,7,Jinx,Side.red,Lane.bot_lane,2,1274,1533,1274,4,5751,0.5,0,9,10,54310,7778,131,1,21,False
5249,4,12,Malzahar,Side.blue,Lane.mid_lane,8,909,6440,909,4,7124,2.25,1,13,39,81089,11308,124,0,13,True
5250,11,4,Nidalee,Side.red,Lane.jungle,5,0,51230,0,3,12168,5.0,10,15,3,192276,30379,19,0,27,True
5251,14,12,Camille,Side.red,Lane.top_lane,8,2980,5953,2980,9,12692,2.0,10,15,25,106112,33637,151,2,25,False
5252,12,4,Leblanc,Side.red,Lane.mid_lane,10,1851,3292,1851,6,18482,4.666666666666667,18,18,23,180925,39352,235,0,82,False
5253,14,4,Akali,Side.blue,Lane.mid_lane,2,1035,1035,1035,6,10719,1.3333333333333333,6,14,2,106975,21981,167,0,19,False
5254,7,4,Jhin,Side.blue,Lane.bot_lane,7,1826,5792,1826,1,11455,17.0,10,13,12,115147,6030,169,1,12,True
5255,7,4,Ezreal,Side.blue,Lane.bot_lane,10,4705,9439,4705,2,8981,6.5,3,12,0,87039,10993,136,1,16,True
5256,11,4,XinZhao,Side.red,Lane.jungle,6,1933,66410,1933,3,15839,5.666666666666667,11,17,20,236484,39294,82,1,59,True
5257,4,7,Jhin,Side.red,Lane.bot_lane,7,1842,9837,1842,4,10085,2.5,3,14,18,125041,15186,196,0,21,False
5258,12,4,Vex,Side.blue,Lane.mid_lane,5,3375,3375,3375,3,9992,4.333333333333333,8,14,28,107017,13739,169,1,22,True
5259,14,4,Lulu,Side.blue,Lane.utility,21,334,1856,334,5,9892,4.6,2,15,26,14649,17764,17,0,101,False
5260,12,4,Sylas,Side.red,Lane.top_lane,11,2911,4948,2911,10,13229,2.0,9,16,64,135881,43439,175,1,22,True
5261,12,4,Irelia,Side.red,Lane.top_lane,2,1889,2665,1889,2,11521,2.5,3,16,7,182020,27204,263,1,21,False
5262,12,4,Ziggs,Side.blue,Lane.bot_lane,17,17206,22967,17206,5,19279,5.8,12,18,28,245779,16637,238,3,30,True
5263,4,11,Talon,Side.red,Lane.jungle,11,0,32936,0,6,15893,4.166666666666667,14,17,11,212827,31793,43,1,22,True
5264,4,7,Ezreal,Side.red,Lane.bot_lane,9,7420,7420,7420,3,14679,8.666666666666666,17,14,3,135970,23561,183,3,12,True
5265,11,4,Poppy,Side.blue,Lane.jungle,7,0,20129,0,6,12999,2.6666666666666665,9,15,27,182263,26605,42,0,27,False
5266,7,4,Jhin,Side.red,Lane.bot_lane,9,6622,15280,6622,3,15954,8.0,15,16,19,225175,18022,244,3,25,True
5267,4,7,Jhin,Side.blue,Lane.bot_lane,10,2706,2706,2706,1,7683,15.0,5,11,13,69878,8378,133,1,12,True
5268,12,4,Viktor,Side.red,Lane.mid_lane,6,1438,3117,1438,5,10464,2.4,6,15,14,110167,18535,182,1,34,True
5269,4,12,Gragas,Side.red,Lane.top_lane,12,4502,12394,4502,2,14481,10.5,9,18,56,198076,30086,230,1,28,True
5270,4,12,Jayce,Side.red,Lane.top_lane,9,10927,16746,10927,8,14204,2.625,12,15,14,157998,22675,166,4,32,False
5271,11,4,Zed,Side.blue,Lane.jungle,10,563,18913,563,7,16073,3.0,11,17,13,195561,30968,57,2,21,False
5272,4,14,Karma,Side.red,Lane.utility,18,1355,1355,1355,3,7554,6.0,0,13,20,17348,10727,11,0,68,True
5273,4,7,Caitlyn,Side.red,Lane.bot_lane,1,2307,2307,2307,8,4898,0.125,0,8,2,42674,9773,91,0,9,False
5274,4,12,Renekton,Side.blue,Lane.top_lane,5,0,2211,0,8,9035,1.25,5,13,17,76137,28437,139,0,26,True
5275,4,7,Jhin,Side.red,Lane.bot_lane,6,1284,4495,1284,9,10258,1.0,3,14,18,115955,18806,166,0,33,True
5276,14,4,Karma,Side.blue,Lane.utility,21,73,339,73,4,7546,5.5,1,12,19,18081,13934,9,1,63,True
5277,4,7,Caitlyn,Side.red,Lane.bot_lane,6,3780,3780,3780,8,11109,2.0,10,11,12,77751,15107,131,2,21,False
5278,3,4,Akshan,Side.blue,Lane.bot_lane,12,4695,11117,4695,6,16819,4.0,12,16,8,190703,20828,233,1,57,True
5279,4,14,Lulu,Side.blue,Lane.utility,15,838,1060,838,6,7324,2.6666666666666665,1,11,29,14925,14063,14,1,96,True
5280,12,4,Orianna,Side.blue,Lane.mid_lane,10,1082,3266,1082,7,15487,2.5714285714285716,8,17,22,165876,19431,216,0,36,True
5281,4,12,Irelia,Side.blue,Lane.top_lane,3,0,0,0,9,7489,0.5555555555555556,2,11,10,78787,19963,146,0,15,False
5282,1,4,Zoe,Side.blue,Lane.mid_lane,3,1620,5680,1620,2,10886,2.5,2,15,20,146480,17696,204,0,33,False
5283,4,12,Leblanc,Side.red,Lane.mid_lane,8,5081,6470,5081,7,10210,1.7142857142857142,4,15,12,98707,28845,157,1,14,False
5284,12,4,TwistedFate,Side.blue,Lane.mid_lane,15,7042,10006,7042,7,15551,3.5714285714285716,10,17,72,177630,31281,231,1,31,False
5285,12,4,Zoe,Side.blue,Lane.mid_lane,7,3080,8011,3080,3,11289,4.333333333333333,6,14,34,137469,10909,196,2,20,True
5286,4,7,Caitlyn,Side.red,Lane.bot_lane,1,2307,2307,2307,8,4898,0.125,0,8,2,42674,9773,91,0,9,False
5287,14,4,Lux,Side.blue,Lane.utility,11,58,58,58,12,8622,1.3333333333333333,5,11,33,24273,18528,17,0,59,False
5288,3,4,Sona,Side.blue,Lane.utility,20,1411,1411,1411,3,7777,7.666666666666667,3,11,12,15394,11282,7,0,41,True
5289,3,4,Aphelios,Side.blue,Lane.bot_lane,9,5364,21993,5364,3,15213,6.0,9,15,22,191837,16027,234,2,29,True
5290,12,4,Leblanc,Side.blue,Lane.mid_lane,7,3893,3893,3893,3,14331,6.0,11,16,29,141754,26525,186,1,11,False
5291,12,4,Akshan,Side.red,Lane.mid_lane,6,1654,1654,1654,8,8861,1.125,3,14,0,94350,18925,155,0,23,False
5292,14,4,Galio,Side.red,Lane.utility,29,896,5469,896,8,11513,4.25,5,16,76,54335,37823,49,0,103,False
5293,4,12,Orianna,Side.red,Lane.mid_lane,4,1599,2403,1599,5,9446,1.4,3,14,14,105811,13906,198,1,13,False
5294,4,11,Talon,Side.red,Lane.jungle,13,357,11113,357,10,14741,2.3,10,15,10,175880,34583,27,1,27,False
5295,4,14,Lux,Side.blue,Lane.utility,6,109,109,109,7,9869,1.8571428571428572,7,12,38,36858,12102,30,0,59,False
5296,14,4,Lux,Side.blue,Lane.utility,10,1134,1134,1134,6,9667,3.1666666666666665,9,11,26,32594,9313,18,1,37,True
5297,7,4,Aphelios,Side.blue,Lane.bot_lane,1,162,1238,162,8,8976,0.75,5,10,7,66759,12875,135,0,15,False
5298,4,3,Zyra,Side.blue,Lane.utility,8,319,319,319,7,6761,1.2857142857142858,1,11,43,24039,12734,33,1,53,False
5299,11,4,Viego,Side.red,Lane.jungle,10,2460,33791,2460,4,10477,3.25,3,14,15,147620,28045,21,2,31,True
5300,12,4,Viktor,Side.red,Lane.mid_lane,10,4062,4062,4062,1,10913,14.0,4,14,19,124417,8685,185,1,18,True
5301,4,12,Kennen,Side.red,Lane.top_lane,10,2536,3371,2536,3,12826,4.0,2,17,30,167486,24536,266,1,19,False
5302,14,4,Pyke,Side.blue,Lane.utility,9,0,0,0,2,8679,7.5,6,12,12,24796,9975,42,0,53,True
5303,6,12,Shyvana,Side.red,Lane.top_lane,10,2835,11271,2835,8,14441,2.0,6,16,7,172858,55446,169,1,63,False
5304,4,3,Yasuo,Side.red,Lane.bot_lane,7,1499,12603,1499,6,9288,1.3333333333333333,1,13,11,116597,15963,161,0,9,True
5305,4,14,Thresh,Side.red,Lane.utility,24,577,673,577,6,10448,4.666666666666667,4,16,52,26746,25435,38,0,76,True
5306,4,12,Gangplank,Side.blue,Lane.top_lane,11,5825,6232,5825,2,13038,8.5,6,16,8,177148,14233,225,2,21,True
5307,4,14,Leona,Side.blue,Lane.utility,22,0,0,0,13,10365,1.9230769230769231,3,15,91,30955,30545,38,0,78,True
5308,11,4,RekSai,Side.red,Lane.jungle,2,3842,14721,3842,2,8221,5.0,8,10,10,75843,10065,18,3,20,True
5309,4,14,Karma,Side.red,Lane.utility,20,0,0,0,13,9941,1.9230769230769231,5,13,46,42388,25044,22,0,63,False
5310,4,7,Aphelios,Side.red,Lane.bot_lane,7,4248,8451,4248,6,6897,1.3333333333333333,1,10,8,61081,9687,111,1,12,True
5311,4,11,JarvanIV,Side.red,Lane.jungle,11,0,11065,0,8,9767,1.875,4,13,21,107825,29767,26,0,15,False
5312,4,12,Fiora,Side.red,Lane.top_lane,3,8108,10105,8108,10,12142,0.6,3,16,4,135863,36016,199,2,16,True
5313,14,3,Yuumi,Side.blue,Lane.utility,20,357,420,357,4,9032,5.75,3,14,21,10618,6473,14,0,73,False
5314,4,12,Viktor,Side.red,Lane.top_lane,14,6278,7211,6278,8,13374,2.5,6,16,30,145554,23820,182,2,23,False
5315,11,4,Nidalee,Side.red,Lane.jungle,10,12949,46444,12949,2,15286,11.5,13,16,3,242333,32947,41,5,28,True
5316,11,4,XinZhao,Side.blue,Lane.jungle,2,0,10627,0,5,6194,1.0,3,9,11,75577,17455,18,0,21,False
5317,4,14,Pyke,Side.red,Lane.utility,5,0,0,0,5,4490,1.2,1,7,10,6110,10827,4,0,23,False
5318,4,12,Ryze,Side.red,Lane.mid_lane,1,1266,1313,1266,4,5425,0.75,2,10,14,55771,10674,103,1,9,False
5319,12,4,Sylas,Side.red,Lane.mid_lane,15,5880,17994,5880,9,16793,3.3333333333333335,15,17,31,152463,33700,176,1,9,True
5320,7,4,Samira,Side.red,Lane.bot_lane,5,10805,18584,10805,4,15518,5.75,18,13,7,129329,17036,161,4,21,True
5321,4,12,Corki,Side.blue,Lane.mid_lane,2,0,1192,0,1,7471,7.0,5,12,1,74175,5247,150,0,15,True
5322,7,4,Jhin,Side.red,Lane.bot_lane,1,0,954,0,3,4606,0.6666666666666666,1,9,7,41579,6272,91,0,6,False
5323,12,4,Jayce,Side.blue,Lane.top_lane,3,5475,15835,5475,8,13313,0.5,1,16,9,196309,21249,237,1,21,False
5324,4,12,Karma,Side.red,Lane.top_lane,17,1547,2399,1547,5,8362,4.2,4,14,22,54999,18917,95,0,20,True
5325,12,4,Yone,Side.red,Lane.top_lane,3,12448,27637,12448,7,16038,1.7142857142857142,9,16,29,226543,22733,232,5,11,True
5326,12,4,Ryze,Side.blue,Lane.mid_lane,6,116,1368,116,5,8066,2.0,4,12,32,85456,17334,140,0,15,False
5327,14,4,Zoe,Side.red,Lane.mid_lane,3,120,120,120,4,6843,1.25,2,12,12,68432,9568,149,0,21,False
