,d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,gold_earned,kda,kills,level,time_cc,damage_total,damage_taken,total_minions_killed,turret_kills,vision_score,result
310,14,4,Zilean,Side.blue,9,2540,2540,2540,0,7769,12.0,3,13,18,28112,3308,31,2,39,True
311,3,14,Yuumi,Side.blue,21,649,649,649,2,7119,11.0,1,12,24,21681,4483,4,0,44,True
312,14,4,Zed,Side.red,7,1212,2576,1212,5,13733,2.2,4,18,4,211311,19190,237,0,23,True
313,6,4,Jhin,Side.blue,1,0,0,0,3,4983,0.6666666666666666,1,9,4,49714,10643,122,0,10,False
314,4,3,Zilean,Side.blue,0,0,0,0,3,3743,0.0,0,9,15,27933,6490,43,0,20,False
315,4,11,Evelynn,Side.blue,8,0,20284,0,2,13307,10.0,12,15,10,147543,25397,19,0,16,False
316,4,11,Evelynn,Side.red,9,1396,15995,1396,9,16544,2.888888888888889,17,18,17,204898,35310,43,1,17,True
317,12,4,Xerath,Side.red,17,2615,13306,2615,4,19331,7.75,14,18,17,263809,20095,246,1,36,True
318,4,11,Evelynn,Side.blue,12,953,34669,953,3,16479,8.0,12,18,14,218199,23731,37,2,34,True
319,4,6,Tryndamere,Side.blue,4,8621,8621,8621,4,15125,2.75,7,18,8,210568,35232,242,1,21,True
320,4,3,Caitlyn,Side.blue,5,2764,6708,2764,4,8666,2.0,3,13,11,99190,10213,167,1,7,True
321,11,4,Graves,Side.red,1,818,14600,818,5,9424,0.8,3,13,12,168062,18707,44,0,26,False
322,14,4,Yasuo,Side.red,9,8209,24152,8209,3,15878,4.666666666666667,5,18,22,292692,21713,274,5,53,True
323,4,1,Tristana,Side.red,7,11090,33256,11090,6,16900,2.8333333333333335,10,16,9,256995,18933,214,4,28,True
324,12,4,Lissandra,Side.blue,1,790,790,790,4,6065,0.25,0,11,15,61051,8568,134,0,6,False
325,4,7,Aphelios,Side.blue,8,17220,34721,17220,3,17798,8.0,16,15,14,203726,11534,213,8,36,True
326,4,7,Jhin,Side.red,0,958,958,958,2,6336,0.0,0,11,9,68665,8825,130,0,16,False
327,14,7,Yuumi,Side.red,5,68,482,68,6,4093,0.8333333333333334,0,7,11,7081,8913,2,0,16,False
328,4,14,Teemo,Side.red,1,1088,1959,1088,9,8054,0.3333333333333333,2,13,23,108483,17981,183,0,11,False
329,4,12,Jayce,Side.red,8,4460,9810,4460,6,11499,1.6666666666666667,2,15,6,142221,16394,181,0,28,True
330,4,11,Ekko,Side.red,9,1450,15823,1450,5,11674,2.6,4,16,17,209630,37280,71,1,29,True
331,4,12,Akshan,Side.red,1,1890,1890,1890,2,11552,2.0,3,15,0,166226,15595,241,1,17,False
332,4,12,Zoe,Side.blue,3,0,0,0,7,10253,1.2857142857142858,6,14,14,101882,15835,188,0,15,False
333,12,14,Camille,Side.red,7,3805,5741,3805,6,12533,3.0,11,15,20,108176,26686,172,1,29,False
334,3,4,Karthus,Side.red,3,0,0,0,7,3818,0.42857142857142855,0,8,9,17446,7632,17,0,5,False
335,12,4,Corki,Side.blue,12,5909,6976,5909,2,11290,9.5,7,14,2,134701,13508,191,1,24,True
336,12,4,Shen,Side.red,11,523,3094,523,2,7067,6.0,1,13,13,40737,14719,111,0,17,True
337,3,4,Maokai,Side.red,16,363,2875,363,3,10518,6.0,2,14,65,46957,21212,48,0,95,True
338,14,4,Leona,Side.blue,13,457,7397,457,4,5586,3.25,0,10,16,20425,8865,24,1,34,True
339,4,12,Fiora,Side.red,5,5744,11318,5744,9,12734,1.4444444444444444,8,15,13,149260,37140,174,2,22,False
340,4,14,Rell,Side.red,18,790,1038,790,3,9415,8.333333333333334,7,13,30,23875,11291,34,2,49,True
341,11,4,XinZhao,Side.blue,9,1625,20979,1625,8,12418,1.875,6,15,17,135547,42986,30,1,49,False
342,4,14,Vex,Side.blue,7,4690,5431,4690,7,15012,2.857142857142857,13,16,43,161473,18230,152,4,24,False
343,11,4,Vi,Side.blue,11,1199,20059,1199,6,11374,2.8333333333333335,6,14,34,168637,34825,58,1,32,False
344,14,4,Thresh,Side.blue,12,320,958,320,6,7452,2.3333333333333335,2,12,29,20932,13601,38,0,74,True
345,4,3,Aphelios,Side.blue,10,10389,10389,10389,2,9258,6.5,3,11,16,90022,10012,173,2,12,True
346,4,11,Ekko,Side.blue,5,325,30392,325,6,10291,1.3333333333333333,3,14,23,189146,32037,25,1,26,False
347,12,4,Gangplank,Side.red,8,5111,14322,5111,3,11624,4.666666666666667,6,15,6,122210,16897,152,2,26,True
348,6,11,Hecarim,Side.red,9,0,8246,0,3,11289,4.666666666666667,5,15,28,156879,35035,13,0,18,True
349,4,11,Nidalee,Side.red,4,141,14812,141,5,9030,2.2,7,12,2,109319,17909,18,0,33,False
350,4,7,Seraphine,Side.blue,16,4395,7078,4395,6,13085,4.166666666666667,9,15,28,136206,17606,152,2,48,True
351,4,12,Camille,Side.red,1,6460,6460,6460,4,9058,1.25,4,13,17,81846,19322,160,2,23,False
352,3,4,Nami,Side.blue,17,1119,3010,1119,4,7736,4.25,0,14,25,14950,9805,12,0,100,True
353,11,4,LeeSin,Side.blue,3,0,18100,0,4,8203,1.75,4,12,16,135788,17533,13,0,14,False
354,14,4,Leona,Side.blue,12,552,552,552,9,7249,1.5555555555555556,2,11,41,22950,25502,40,0,30,False
355,4,12,Yone,Side.blue,10,8757,22209,8757,3,16976,6.333333333333333,9,17,26,212204,18671,240,4,45,True
356,14,4,AurelionSol,Side.blue,4,926,3494,926,3,11266,3.6666666666666665,7,15,8,119814,17229,175,0,21,True
357,4,12,Urgot,Side.red,1,5856,8252,5856,5,9104,0.2,0,13,13,133941,19915,163,3,17,False
358,4,7,Jhin,Side.red,12,553,1657,553,8,9567,1.875,3,15,14,110530,18773,166,0,20,False
359,4,11,Ekko,Side.blue,6,0,6562,0,6,9523,1.8333333333333333,5,13,18,134980,26867,22,0,28,False
360,4,7,Lucian,Side.red,8,9940,52399,9940,4,20845,3.75,7,18,1,408630,29920,369,5,65,True
361,12,6,Gwen,Side.red,11,2324,5731,2324,11,13318,1.1818181818181819,2,18,9,208573,42947,243,1,24,False
362,4,7,Ezreal,Side.red,2,1169,7014,1169,2,10406,3.5,5,12,2,122060,12320,205,0,28,False
363,4,6,Darius,Side.blue,0,0,0,0,4,6077,0.25,1,11,11,64478,12775,137,0,15,False
364,4,7,Jhin,Side.red,6,2616,7053,2616,2,11166,4.5,3,15,15,134728,11255,217,1,18,True
365,12,4,Yone,Side.red,1,555,555,555,5,7022,0.4,1,12,9,78671,13473,160,0,7,False
366,11,4,Viego,Side.red,13,297,45406,297,11,21382,2.5454545454545454,15,18,21,299125,49330,92,0,71,True
367,4,7,Lulu,Side.red,20,2732,2732,2732,5,8504,4.2,1,15,39,18772,17830,16,0,55,True
368,4,14,Qiyana,Side.red,8,808,13959,808,4,11242,3.0,4,16,14,147868,20143,211,0,32,False
369,4,14,Lulu,Side.blue,18,1382,4243,1382,5,9000,3.8,1,14,38,19896,14671,22,0,72,True
370,14,4,Thresh,Side.blue,14,1063,5484,1063,1,6607,16.0,2,10,21,21111,6107,25,0,34,True
371,11,4,Viego,Side.red,7,4600,48612,4600,7,13016,1.8571428571428572,6,16,14,214760,40370,46,2,38,False
372,4,7,Senna,Side.red,16,4141,7654,4141,3,10299,6.0,2,12,19,38673,13788,26,2,68,True
373,11,4,Lillia,Side.blue,8,2459,23849,2459,2,14544,8.5,9,16,27,192610,25009,61,1,39,True
374,4,3,Jhin,Side.red,5,1220,4981,1220,2,9046,4.5,4,12,15,100884,10124,173,0,8,True
375,4,11,Nidalee,Side.red,8,2343,24173,2343,4,14977,6.0,16,16,6,189993,28063,24,1,28,True
376,4,12,Lucian,Side.red,2,750,1474,750,6,6141,0.5,1,10,0,70152,11998,129,0,13,False
377,14,4,Qiyana,Side.red,1,0,475,0,4,5059,1.0,3,10,7,49755,10042,89,0,7,False
378,7,4,Xayah,Side.red,9,8595,19811,8595,1,12492,18.0,9,14,25,161050,11404,192,2,14,True
379,4,7,Sona,Side.red,23,1099,3420,1099,4,8312,6.5,3,13,11,15872,12307,12,2,44,True
380,4,12,Jayce,Side.red,5,107,2823,107,2,7324,4.5,4,11,5,66544,8209,130,0,12,False
381,3,4,Swain,Side.blue,4,3337,11874,3337,1,9663,8.0,4,12,22,110897,8175,172,2,19,True
382,4,12,Shen,Side.red,11,0,419,0,2,8985,8.0,5,15,31,88679,15100,134,0,20,True
383,4,11,Fiddlesticks,Side.blue,9,0,5141,0,2,6498,6.5,4,10,20,75056,12727,16,0,40,True
384,4,14,Thresh,Side.blue,21,1623,2074,1623,6,7729,3.6666666666666665,1,12,23,17151,12785,33,0,74,True
385,11,4,Kindred,Side.red,8,0,19144,0,8,11130,1.375,3,14,5,177913,28193,60,0,24,False
386,4,11,Kindred,Side.blue,1,1974,6375,1974,5,12094,1.6,7,14,7,184716,26431,72,1,17,False
387,12,4,Leblanc,Side.red,9,3470,3470,3470,6,9558,2.6666666666666665,7,13,12,70930,16647,114,1,12,True
388,4,12,Viktor,Side.blue,4,3169,3370,3169,4,8715,2.0,4,13,13,87198,11360,166,1,19,True
389,14,4,Rumble,Side.red,1,0,225,0,5,7420,0.4,1,12,7,82472,12421,166,0,18,False
390,4,14,Qiyana,Side.blue,8,7667,9839,7667,4,14104,5.25,13,15,10,115288,16531,168,2,15,True
391,3,4,Pyke,Side.blue,7,0,459,0,8,16091,2.625,14,14,27,37041,21298,70,0,15,True
392,11,4,Zac,Side.blue,25,366,19802,366,6,10534,4.666666666666667,3,14,44,126592,34388,12,0,23,True
393,12,4,Fiora,Side.red,1,3393,3778,3393,11,8214,0.2727272727272727,2,12,6,73940,30866,152,1,7,False
394,4,12,Urgot,Side.blue,11,2558,2558,2558,7,13929,3.142857142857143,11,16,31,135271,24815,174,3,31,True
395,14,12,Akali,Side.blue,13,1403,5960,1403,9,13318,2.3333333333333335,8,16,2,140202,32625,165,0,40,True
396,11,4,Poppy,Side.blue,10,1133,21600,1133,8,11718,2.25,8,15,30,151138,34471,32,1,31,True
397,14,4,Alistar,Side.blue,9,0,0,0,5,4369,2.2,2,8,19,9328,9946,18,0,9,True
398,4,12,Yone,Side.red,6,3417,16114,3417,5,13659,2.8,8,15,18,173089,26566,208,2,15,False
399,4,12,Gangplank,Side.red,9,5221,13203,5221,7,15351,1.8571428571428572,4,18,17,250733,31633,264,3,36,False
400,7,4,Aphelios,Side.red,5,873,873,873,7,7533,1.2857142857142858,4,11,15,46235,12887,108,1,10,False
401,12,4,Sett,Side.red,3,6511,6511,6511,0,7175,3.0,0,11,11,65121,12214,125,4,10,True
402,4,14,Rakan,Side.blue,11,564,1651,564,7,6661,1.8571428571428572,2,10,20,12496,17097,11,0,65,False
403,4,12,Akshan,Side.blue,10,4273,13254,4273,9,12713,1.5555555555555556,4,17,3,163687,23236,195,1,19,True
404,4,12,Leblanc,Side.red,7,749,6163,749,7,15131,1.8571428571428572,6,18,10,177296,33390,241,1,48,True
405,3,4,Corki,Side.blue,2,0,735,0,4,5739,1.5,4,10,3,46608,8864,90,0,5,False
406,4,3,Vayne,Side.blue,15,9571,27670,9571,8,19039,3.25,11,18,22,250344,30730,270,2,31,True
407,11,4,LeeSin,Side.blue,3,0,3162,0,5,6135,1.4,4,9,7,54947,11502,18,0,15,False
408,4,12,Kennen,Side.blue,7,7029,21730,7029,3,16716,5.333333333333333,9,18,17,214028,21567,275,2,49,True
409,14,4,Leona,Side.blue,9,189,501,189,9,8527,1.2222222222222223,2,13,42,26045,31719,36,0,83,False
410,7,4,Senna,Side.red,5,0,1517,0,4,6972,1.25,0,12,19,65487,16898,129,0,7,False
411,14,4,Rumble,Side.red,24,3664,28700,3664,10,17609,3.5,11,18,20,211345,27344,194,2,22,True
412,12,4,Jayce,Side.red,1,8366,13338,8366,3,9847,0.3333333333333333,0,14,3,150550,12448,192,3,26,False
413,4,12,Sylas,Side.red,11,4105,4105,4105,11,12707,1.7272727272727273,8,14,45,122411,37193,154,1,36,False
414,11,4,LeeSin,Side.blue,7,34,22262,34,1,6140,8.0,1,10,6,87483,12359,2,0,8,True
415,4,12,Renekton,Side.red,11,6079,10546,6079,2,11878,8.0,5,15,23,146617,33904,207,2,30,True
416,12,4,Syndra,Side.blue,1,1247,1247,1247,4,9996,1.25,4,14,32,143967,13245,224,0,14,False
417,4,14,Karma,Side.red,12,879,4604,879,12,7501,1.1666666666666667,2,11,18,26872,23280,19,0,69,False
418,12,4,Sion,Side.red,8,5867,10478,5867,13,12733,0.9230769230769231,4,17,37,154957,41734,177,4,32,False
419,14,4,Zed,Side.blue,5,575,3429,575,6,10592,2.0,7,14,4,93971,17495,160,0,18,False
420,4,11,Olaf,Side.blue,18,3757,23409,3757,4,12849,6.75,9,15,18,170605,29976,42,1,23,True
421,4,12,TwistedFate,Side.blue,2,0,0,0,1,5402,3.0,1,10,14,55383,6119,107,0,8,False
422,11,4,XinZhao,Side.blue,11,877,32981,877,4,12973,6.0,13,14,20,166920,40003,28,0,22,True
423,4,7,Lucian,Side.red,7,2004,20262,2004,5,16967,3.2,9,17,3,205515,27573,258,2,47,False
424,4,7,Sona,Side.red,12,0,649,0,9,5968,1.3333333333333333,0,11,12,14403,16738,12,0,36,False
425,11,4,Graves,Side.blue,11,11692,47317,11692,3,17069,6.0,7,17,25,293703,26589,77,4,39,True
426,14,4,Alistar,Side.red,13,0,264,0,4,7050,4.0,3,12,44,14658,16840,18,0,60,True
427,4,7,Senna,Side.red,3,225,225,225,5,5363,0.6,0,10,13,25941,11792,26,0,35,False
428,7,4,Jinx,Side.blue,12,5772,16400,5772,7,13668,2.4285714285714284,5,14,19,149055,18714,181,3,22,True
429,4,14,Pyke,Side.blue,9,0,0,0,15,10714,1.0,6,12,26,19349,27292,25,0,85,False
430,4,11,Viego,Side.blue,6,2396,25956,2396,2,13896,9.0,12,15,21,170092,29618,37,2,21,True
431,4,3,Xayah,Side.red,18,1838,17958,1838,5,13978,5.8,11,15,19,155949,20292,164,1,29,True
432,7,4,Tristana,Side.red,5,4004,15422,4004,6,11471,1.5,4,13,4,128445,14513,180,1,21,False
433,4,12,Ekko,Side.red,3,0,0,0,6,10597,2.5,12,13,20,90644,21190,114,0,12,False
434,12,6,Singed,Side.blue,0,1189,1189,1189,6,4954,0.16666666666666666,1,9,8,41531,11836,90,0,10,False
435,14,4,Gragas,Side.red,14,0,2002,0,8,8688,2.25,4,14,33,63031,22469,81,0,52,True
436,12,6,Singed,Side.blue,20,3297,6851,3297,4,12979,6.5,6,16,31,130708,27886,165,3,30,True
437,14,4,Talon,Side.red,8,238,7075,238,10,11375,1.5,7,15,3,147414,25009,171,0,31,False
438,12,4,Azir,Side.blue,5,1786,2803,1786,7,7632,0.8571428571428571,1,12,8,86907,14143,159,0,21,False
439,14,4,Warwick,Side.blue,4,2994,5678,2994,7,9124,0.5714285714285714,0,14,17,96473,32051,157,1,32,False
440,4,3,Soraka,Side.red,12,1010,1170,1010,7,8860,2.2857142857142856,4,12,50,42672,19820,57,0,63,False
441,4,3,Yasuo,Side.red,1,580,580,580,4,8087,1.0,3,11,13,90531,10679,170,0,13,False
442,7,3,Yuumi,Side.red,2,0,0,0,3,5448,1.6666666666666667,3,9,6,10034,4719,5,0,16,False
443,4,11,Talon,Side.red,1,0,13515,0,8,10483,0.5,3,15,2,191171,26279,43,0,10,False
444,14,12,Katarina,Side.red,16,3133,13243,3133,6,16366,3.5,5,18,1,192819,37052,242,1,31,True
445,11,6,Hecarim,Side.blue,2,0,17962,0,0,10075,13.0,11,12,13,118729,17228,35,1,26,True
446,4,12,Corki,Side.blue,7,3759,14362,3759,5,19183,4.0,13,18,1,244269,22374,266,1,24,True
447,4,3,Caitlyn,Side.blue,8,8614,17914,8614,10,12201,1.3,5,15,10,173249,17865,171,2,31,True
448,11,4,XinZhao,Side.blue,1,1232,30552,1232,1,7872,6.0,5,12,10,102356,15695,26,1,8,True
449,12,4,Veigar,Side.red,4,2025,6432,2025,1,9093,6.0,2,13,5,103749,7899,169,1,20,True
450,11,4,XinZhao,Side.blue,2,111,9103,111,7,9276,0.7142857142857143,3,13,18,122155,36119,22,0,36,False
451,7,4,Caitlyn,Side.red,2,10879,21256,10879,4,15535,2.75,9,15,18,191805,17393,237,4,28,False
452,11,6,Hecarim,Side.blue,16,5255,16337,5255,6,13545,4.666666666666667,12,14,29,159874,38790,60,1,17,True
453,4,12,Yone,Side.blue,7,3646,8226,3646,6,12078,2.6666666666666665,9,15,17,134777,18087,183,2,16,True
454,14,4,Thresh,Side.blue,4,0,0,0,4,5338,1.0,0,9,15,12726,8067,32,0,42,False
455,4,12,Viktor,Side.red,12,7884,11047,7884,8,16501,3.25,14,16,27,192765,18804,231,4,7,True
456,14,4,Blitzcrank,Side.blue,9,0,348,0,4,6105,3.0,3,11,23,12992,11933,16,0,34,True
457,4,14,Rakan,Side.red,10,500,692,500,4,4868,2.5,0,10,25,16310,12683,28,0,43,False
458,11,4,Rengar,Side.blue,7,3701,32327,3701,1,11930,16.0,9,14,8,181790,17625,21,3,20,True
459,4,7,Kaisa,Side.red,7,6051,13077,6051,6,13188,2.0,5,15,3,163431,19825,234,4,33,True
460,14,4,Thresh,Side.blue,7,50,50,50,5,7011,1.6,1,12,11,17192,11902,40,0,67,False
461,4,14,Leona,Side.blue,6,0,2427,0,5,4746,1.2,0,8,25,14573,9513,24,0,44,False
462,4,12,Jayce,Side.red,5,4077,15670,4077,5,13438,3.6,13,14,7,117080,15085,147,2,26,True
463,7,4,Jinx,Side.blue,4,3300,10628,3300,9,14128,1.4444444444444444,9,14,13,174650,23784,181,0,22,False
464,11,4,Talon,Side.red,1,0,1800,0,2,5271,1.5,2,9,0,74607,10367,12,0,8,False
465,4,12,Jayce,Side.blue,7,4633,10072,4633,6,9537,2.1666666666666665,6,14,6,99769,14473,129,1,28,True
466,4,12,Jax,Side.blue,6,7819,13202,7819,9,13739,1.6666666666666667,9,16,24,162834,33521,185,2,20,False
467,4,14,Thresh,Side.blue,6,151,151,151,8,5304,0.75,0,11,27,14250,15316,25,0,22,False
468,4,12,Syndra,Side.red,6,5058,9611,5058,4,15690,4.0,10,17,34,199105,16916,217,3,24,True
469,12,4,Ryze,Side.blue,7,3054,10542,3054,4,11402,3.25,6,15,40,156298,20569,184,1,27,True
470,4,3,Yasuo,Side.red,11,7305,15195,7305,5,17072,3.4,6,17,24,271672,29329,322,3,31,True
471,11,6,Hecarim,Side.blue,8,0,15451,0,8,10284,1.875,7,14,19,140708,38706,19,0,27,False
472,4,14,Pyke,Side.blue,11,413,413,413,17,7762,0.8235294117647058,3,12,21,20421,25693,29,0,16,False
473,14,4,Leona,Side.blue,20,955,2467,955,7,9327,3.0,1,13,46,29165,19709,36,0,81,True
474,4,14,Teemo,Side.red,4,2182,5568,2182,11,9124,0.7272727272727273,4,13,27,92856,21784,153,0,19,False
475,3,4,Kaisa,Side.red,5,2501,5180,2501,9,7435,0.7777777777777778,2,11,1,73447,18296,137,1,16,False
476,4,12,Yone,Side.blue,8,547,3313,547,12,9122,0.9166666666666666,3,14,17,102443,23646,138,0,22,False
477,14,4,Zilean,Side.red,16,1457,1457,1457,2,6382,8.0,0,11,29,24598,6243,18,0,41,True
478,3,4,Senna,Side.red,7,301,301,301,7,8166,1.2857142857142858,2,13,58,42322,15603,31,0,55,False
479,12,4,Sett,Side.blue,10,2323,5058,2323,2,11380,6.5,3,17,22,130652,37032,183,0,17,True
480,14,4,Zilean,Side.blue,19,2117,4664,2117,3,12405,8.0,5,17,31,72006,13485,59,0,63,True
481,4,12,Irelia,Side.red,0,5012,5012,5012,6,8955,0.3333333333333333,2,13,6,126566,15230,202,1,13,True
482,3,4,Xayah,Side.red,16,6195,12085,6195,8,9314,2.25,2,13,12,86598,14973,122,4,16,True
483,4,12,Irelia,Side.blue,1,0,183,0,7,5857,0.42857142857142855,2,10,8,60048,15543,113,0,10,False
484,6,12,Singed,Side.blue,6,2128,3585,2128,6,13877,1.6666666666666667,4,18,44,205157,37068,256,1,20,False
485,12,4,Fiora,Side.blue,3,1091,2599,1091,4,7120,1.0,1,11,6,73000,18134,152,0,8,False
486,4,12,Camille,Side.red,5,1482,4977,1482,6,9546,1.1666666666666667,2,14,12,112763,22370,202,0,11,False
487,11,4,Ivern,Side.red,12,0,1704,0,6,7371,2.3333333333333335,2,12,49,232264,16608,32,0,19,False
488,4,14,Rakan,Side.red,11,325,2312,325,5,7699,2.4,1,13,14,20843,13406,35,0,90,False
489,14,4,Urgot,Side.red,2,3904,12172,3904,0,10322,6.0,4,14,12,124496,8768,175,3,25,True
490,4,3,Jhin,Side.red,8,3625,7254,3625,7,13920,2.0,6,15,24,208733,19849,231,1,17,False
491,7,4,Caitlyn,Side.red,0,3286,5845,3286,3,7289,1.0,3,10,9,73841,8249,154,1,7,False
492,14,4,Lulu,Side.red,15,811,2630,811,6,7683,2.8333333333333335,2,13,39,18079,10825,10,0,60,False
493,4,14,Akali,Side.red,2,0,0,0,6,6670,0.8333333333333334,3,10,1,58073,16493,102,0,16,False
494,11,4,Nocturne,Side.blue,9,3182,36974,3182,1,11896,17.0,8,14,145,171556,24867,43,2,27,True
495,4,7,Xayah,Side.red,10,1242,3237,1242,8,11096,2.0,6,15,12,107359,20051,159,0,23,False
496,14,4,Lulu,Side.blue,10,258,933,258,5,7381,2.2,1,12,27,13921,11169,22,0,90,False
497,4,3,Ezreal,Side.red,10,7862,19087,7862,6,16511,3.6666666666666665,12,16,13,239878,28939,248,3,29,True
498,14,4,Lulu,Side.blue,6,1251,1916,1251,0,5249,6.0,0,9,10,9524,3004,4,0,26,True
499,14,4,Lulu,Side.red,31,1267,1639,1267,4,10522,8.25,2,15,53,22348,13853,33,0,100,True
500,12,4,Urgot,Side.blue,2,836,836,836,3,7672,1.6666666666666667,3,12,16,78831,7951,150,0,15,False
501,4,12,Irelia,Side.red,3,9228,15307,9228,5,16102,3.8,16,16,13,168885,29644,222,3,12,True
502,12,4,Syndra,Side.blue,11,5360,7777,5360,5,14577,3.6,7,16,40,144812,17191,207,2,30,False
503,4,14,Nautilus,Side.blue,0,0,0,0,6,2726,0.0,0,6,16,6605,8979,11,0,11,False
504,4,12,Akshan,Side.red,3,2926,4841,2926,10,7759,0.5,2,12,0,73453,19927,121,1,25,False
505,4,14,Leblanc,Side.red,7,1534,2394,1534,2,7109,5.5,4,12,6,43277,8705,103,0,18,True
506,4,6,Tryndamere,Side.blue,4,10370,13081,10370,4,15763,4.5,14,17,15,196105,29887,236,3,21,True
507,4,7,Ashe,Side.blue,3,879,879,879,4,5412,1.25,2,9,15,37094,6363,96,0,11,False
508,14,6,Singed,Side.red,2,0,677,0,10,7470,0.7,5,11,20,63859,19649,110,0,11,False
509,4,7,Soraka,Side.red,16,2106,2734,2106,1,8433,20.0,4,13,31,50456,10747,89,1,17,True
510,4,3,Karthus,Side.blue,3,0,6501,0,4,13356,3.25,10,15,16,162009,11088,232,0,26,False
511,11,4,Qiyana,Side.blue,14,2372,45268,2372,6,19273,3.8333333333333335,9,18,31,325355,38447,56,3,47,False
512,4,7,Xayah,Side.red,5,3257,4735,3257,7,11537,2.2857142857142856,11,13,15,107026,14771,151,1,14,True
513,4,12,Gangplank,Side.blue,3,0,3313,0,9,10588,0.7777777777777778,4,15,9,130682,28262,177,0,18,False
514,14,4,Garen,Side.red,6,1661,13971,1661,2,11973,6.0,6,15,25,139989,26141,194,1,20,False
515,4,3,Jhin,Side.blue,9,6413,15489,6413,4,15504,4.5,9,16,26,211320,12206,246,2,22,True
516,4,7,Sona,Side.red,24,3584,8423,3584,6,9936,4.666666666666667,4,14,17,35250,16213,20,0,41,True
517,4,14,Rakan,Side.red,26,0,1835,0,9,11290,3.111111111111111,2,17,49,27918,36004,46,0,147,True
518,4,12,Yone,Side.red,6,180,5927,180,8,13560,1.125,3,17,15,227154,24708,256,0,26,False
519,4,12,Shen,Side.red,6,579,579,579,4,8934,2.25,3,13,28,76882,19700,154,0,17,False
520,7,4,Sona,Side.red,8,923,923,923,7,6701,1.2857142857142858,1,11,11,19837,13658,34,0,45,False
521,7,4,Senna,Side.red,17,10402,18815,10402,2,15605,14.0,11,15,36,154099,18729,116,3,73,True
522,4,12,Poppy,Side.blue,4,927,2112,927,7,9214,1.0,3,14,26,84773,25309,128,0,17,False
523,4,12,Poppy,Side.red,4,2382,5653,2382,3,8414,2.3333333333333335,3,13,26,87427,15953,140,1,18,True
524,11,4,JarvanIV,Side.blue,13,141,1839,141,9,9465,1.7777777777777777,3,14,15,100801,26880,40,0,15,False
525,14,4,Lux,Side.red,22,2230,4528,2230,6,9511,4.5,5,13,29,51892,13486,32,0,48,True
526,4,14,Pyke,Side.blue,9,0,0,0,15,10714,1.0,6,12,26,19349,27292,25,0,85,False
527,4,1,Draven,Side.red,2,1059,3911,1059,9,10440,1.3333333333333333,10,11,8,74352,17499,114,0,20,False
528,4,12,MonkeyKing,Side.blue,6,3993,3993,3993,0,9786,9.0,3,14,7,89147,15468,178,4,17,True
529,3,4,Lux,Side.red,11,2547,6548,2547,5,15400,5.8,18,16,48,156938,16791,199,0,19,True
530,11,4,RekSai,Side.blue,3,0,8978,0,7,9498,1.1428571428571428,5,13,15,128617,23511,11,0,12,False
531,4,12,Kennen,Side.blue,5,56,1997,56,7,10055,1.5714285714285714,6,14,27,91961,20018,164,0,28,False
532,14,4,Lulu,Side.blue,15,1068,1507,1068,8,9060,2.125,2,13,29,11056,18618,28,0,94,False
533,7,4,Lux,Side.blue,6,155,719,155,3,5260,2.0,0,9,19,23816,5871,24,0,34,False
534,4,14,Lux,Side.blue,11,713,2660,713,8,9443,2.0,5,13,30,67402,13755,55,0,58,False
535,3,7,Yuumi,Side.red,10,183,183,183,6,6002,2.0,2,9,10,9685,9877,5,0,39,False
536,3,4,Sona,Side.blue,6,0,358,0,7,5945,0.8571428571428571,0,11,20,10661,11895,15,0,36,False
537,1,6,Jinx,Side.blue,1,1492,2680,1492,6,6482,0.16666666666666666,0,10,2,81234,8565,153,1,8,False
538,11,4,Ekko,Side.red,8,221,30288,221,3,10989,5.333333333333333,8,15,8,182655,30042,30,0,26,True
539,4,12,TahmKench,Side.blue,1,1706,1706,1706,2,8166,1.5,2,12,29,67519,13643,150,1,10,False
540,7,4,Lux,Side.blue,25,252,3669,252,3,13742,11.333333333333334,9,16,56,119961,11238,177,0,22,True
541,4,14,Lux,Side.red,9,802,2952,802,6,10996,2.5,6,14,40,66706,15869,45,1,81,False
542,3,4,Jhin,Side.blue,7,2103,9416,2103,5,13211,2.2,4,16,27,168800,18763,217,1,33,False
543,4,11,Viego,Side.blue,12,4049,42327,4049,4,19806,5.75,11,18,16,288117,55867,65,2,54,True
544,4,12,Lux,Side.red,7,2368,4388,2368,1,10568,14.0,7,13,28,95410,6019,156,1,18,True
545,4,14,Bard,Side.red,17,465,586,465,9,9178,2.0,1,14,36,17879,27560,17,0,98,True
546,14,4,Leona,Side.red,12,0,0,0,9,5090,1.3333333333333333,0,9,30,15163,15929,27,0,39,False
547,4,11,Shyvana,Side.red,2,0,19016,0,4,8040,1.25,3,12,0,126769,18433,26,0,17,False
548,14,4,Ahri,Side.blue,7,2938,3453,2938,4,14330,5.0,13,15,45,155558,25661,194,1,12,False
549,12,14,Camille,Side.blue,4,940,940,940,5,7890,1.4,3,13,13,70086,17883,147,0,12,False
550,4,3,Xayah,Side.red,8,7649,25735,7649,3,13295,4.666666666666667,6,15,5,175505,17296,220,4,21,True
551,14,4,Rakan,Side.red,4,0,187,0,5,4103,1.0,1,7,13,10715,9037,21,0,11,False
552,11,4,Viego,Side.red,1,436,15454,436,6,7281,0.5,2,11,10,112826,18036,8,0,27,False
