,d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,gold_earned,kda,kills,level,time_cc,damage_total,damage_taken,total_minions_killed,turret_kills,vision_score,result
796,11,4,Evelynn,Side.blue,5,0,10431,0,2,10935,8.0,11,14,12,139663,16924,16,0,29,True
797,11,4,Zed,Side.red,9,588,8359,588,10,11504,1.7,8,15,6,148113,32775,31,0,21,False
798,4,3,Jhin,Side.red,2,505,626,505,3,4844,0.6666666666666666,0,9,7,46044,5146,122,0,4,False
799,3,4,Draven,Side.red,5,4704,20025,4704,13,19534,1.4615384615384615,14,17,17,306785,39265,251,2,26,False
800,7,4,Jhin,Side.red,3,5316,5316,5316,3,15446,4.0,9,16,26,214838,17082,282,2,24,True
801,4,12,Gragas,Side.blue,4,2212,8563,2212,4,8478,1.75,3,13,44,93584,19931,123,0,11,True
802,7,4,MissFortune,Side.red,10,4442,11898,4442,10,16174,2.7,17,14,8,179402,25487,199,1,34,False
803,4,14,Rell,Side.red,12,0,213,0,6,6852,2.0,0,12,28,21801,16670,36,0,73,False
804,4,7,Jhin,Side.red,6,7762,13282,7762,1,12849,16.0,10,14,15,118270,8089,175,3,17,True
805,4,14,Rakan,Side.blue,19,246,246,246,6,7027,3.1666666666666665,0,11,15,12853,10145,15,0,55,True
806,4,14,Pyke,Side.blue,8,522,522,522,4,14093,6.25,17,11,20,28819,14766,32,0,35,True
807,14,4,Qiyana,Side.red,3,1002,6035,1002,7,11665,1.5714285714285714,8,15,14,134960,16908,176,0,13,True
808,11,4,Viego,Side.blue,1,672,11420,672,3,5277,1.0,2,9,6,56308,12233,8,0,7,False
809,4,7,MissFortune,Side.red,10,1675,6349,1675,7,10323,1.5714285714285714,1,14,12,106708,18638,197,1,33,False
810,14,3,Yuumi,Side.red,10,991,2740,991,0,5782,10.0,0,10,9,11410,1600,9,0,41,True
811,4,14,Lissandra,Side.blue,12,3720,4276,3720,2,9117,8.5,5,13,31,87412,13235,143,2,15,True
812,12,4,Viktor,Side.blue,8,3111,4031,3111,2,10262,6.0,4,14,9,104713,10902,146,2,22,True
813,11,4,Udyr,Side.red,11,801,24972,801,5,10411,3.0,4,15,33,140521,31784,42,1,33,True
814,14,4,Zed,Side.blue,10,6916,6916,6916,6,16281,3.5,11,16,10,171796,22422,236,3,19,False
815,7,4,Jhin,Side.red,17,4228,25625,4228,2,22060,15.5,14,18,58,386206,22822,365,1,53,False
816,11,4,LeeSin,Side.red,4,5852,35735,5852,2,10317,5.0,6,13,9,139867,17351,48,2,17,True
817,14,4,Leona,Side.blue,22,548,724,548,1,7628,24.0,2,12,29,17371,8542,36,0,48,True
818,4,12,Sett,Side.blue,10,1685,4852,1685,5,11193,3.2,6,15,20,85496,22297,156,0,15,True
819,4,12,Graves,Side.blue,0,1294,1294,1294,2,5128,0.0,0,10,14,61717,5951,115,0,7,False
820,11,4,Graves,Side.red,11,3542,42213,3542,5,13265,3.2,5,16,14,193632,32528,44,4,44,True
821,7,4,MissFortune,Side.blue,4,518,9472,518,11,8470,0.6363636363636364,3,13,10,84451,17157,129,0,10,False
822,4,7,Sona,Side.red,23,3659,7392,3659,10,9548,2.6,3,14,18,29874,23075,26,0,58,True
823,4,7,Sona,Side.blue,17,2608,4044,2608,6,8788,3.5,4,13,9,20635,15962,12,1,47,True
824,4,11,Viego,Side.blue,15,2563,39311,2563,4,12981,5.25,6,16,19,183770,33064,48,3,31,True
825,4,7,Sona,Side.red,5,1483,1483,1483,6,7755,1.5,4,12,7,14210,13281,16,0,71,False
826,4,12,Riven,Side.blue,11,2629,12587,2629,5,12815,3.2,5,16,21,135444,29509,190,2,28,True
827,4,3,Lucian,Side.blue,8,4690,21192,4690,7,15319,2.2857142857142856,8,17,2,250233,21152,255,0,31,True
828,11,4,Zed,Side.blue,9,864,21992,864,10,16656,1.7,8,18,7,263531,44148,115,1,46,False
829,4,12,Vladimir,Side.blue,10,3084,4645,3084,3,11249,6.0,8,14,4,99348,20398,165,0,15,True
830,11,4,Qiyana,Side.blue,10,948,31139,948,3,10145,5.333333333333333,6,14,11,144865,19180,14,3,33,True
831,7,4,Jinx,Side.red,9,4609,8435,4609,1,7560,13.0,4,10,6,70390,7046,122,1,19,True
832,4,14,Rumble,Side.red,11,3919,13301,3919,4,10845,4.5,7,13,13,103959,14616,151,3,17,True
833,14,4,Qiyana,Side.red,5,4985,10173,4985,1,11246,13.0,8,13,11,128431,9489,155,2,19,True
834,4,11,Talon,Side.red,8,3123,54864,3123,2,18290,9.5,11,18,4,337746,32854,63,3,39,True
835,4,14,Yasuo,Side.red,6,7423,14589,7423,8,15244,1.25,4,17,22,245024,26334,266,2,20,False
836,14,4,Rakan,Side.red,14,473,5005,473,6,9409,3.0,4,12,20,24188,17944,32,0,100,False
837,4,11,RekSai,Side.blue,6,0,16481,0,4,8731,2.0,2,13,11,133743,22390,16,0,25,False
838,1,4,Xayah,Side.blue,4,5114,9829,5114,3,10300,3.0,5,14,6,126493,12974,192,2,11,True
839,4,12,Fizz,Side.blue,9,2829,2829,2829,7,9658,1.8571428571428572,4,14,11,79203,22822,144,1,14,True
840,4,12,MonkeyKing,Side.red,9,18201,26717,18201,8,17852,2.875,14,18,16,200113,41134,234,5,18,True
841,4,11,Zac,Side.red,6,334,11178,334,2,8981,5.0,4,12,30,108425,24690,10,1,11,False
842,4,7,Sona,Side.red,13,3087,3210,3087,6,8004,2.3333333333333335,1,13,12,27470,14989,21,0,46,True
843,11,4,Qiyana,Side.blue,6,673,39328,673,4,13125,3.0,6,16,26,269271,28731,47,1,54,False
844,4,12,Sylas,Side.red,3,138,138,138,7,8170,0.8571428571428571,3,13,22,78901,20809,149,0,11,False
845,4,14,Poppy,Side.red,14,1769,4373,1769,8,9200,2.25,4,14,44,32890,23856,37,0,61,True
846,4,7,Jhin,Side.blue,5,539,1156,539,6,11562,1.6666666666666667,5,14,22,145498,16343,229,0,19,False
847,4,14,Lissandra,Side.blue,11,6216,12422,6216,4,15597,5.75,12,18,40,185695,26822,227,0,41,True
848,7,4,Janna,Side.red,6,761,1061,761,8,5394,0.75,0,11,36,21405,16257,15,0,44,False
849,4,11,Zed,Side.blue,3,0,10280,0,8,12442,1.875,12,14,5,117265,25351,17,0,27,False
850,4,12,Ryze,Side.blue,5,1388,3415,1388,6,9973,1.5,4,14,28,134163,19727,209,1,25,False
851,7,4,Soraka,Side.blue,14,0,106,0,7,7192,2.0,0,13,43,15968,14963,13,0,66,False
852,4,7,Jhin,Side.blue,9,1102,1102,1102,6,12182,2.3333333333333335,5,16,17,157432,12337,226,0,22,False
853,3,4,Twitch,Side.red,6,271,361,271,9,5937,0.6666666666666666,0,10,9,56589,17498,112,0,8,False
854,4,14,Akali,Side.blue,2,2656,2656,2656,4,11802,2.5,8,15,2,122714,20079,186,1,24,False
855,4,12,Jayce,Side.blue,3,2683,7529,2683,5,7661,2.0,7,11,11,50800,9703,80,0,7,True
856,12,4,Riven,Side.red,9,1421,6818,1421,9,9934,1.7777777777777777,7,14,34,91489,31482,123,0,9,True
857,4,1,Jinx,Side.blue,4,4764,6139,4764,4,13092,1.75,3,14,18,200401,15543,269,2,48,False
858,4,3,Karthus,Side.blue,9,466,1054,466,7,11007,1.7142857142857142,3,14,24,133700,14178,196,0,18,False
859,4,7,Senna,Side.blue,8,1472,1810,1472,7,8400,1.8571428571428572,5,11,12,36180,15735,19,1,32,False
860,12,4,Kennen,Side.blue,9,5817,8705,5817,2,14316,7.0,5,18,15,150290,18872,239,2,19,True
861,4,14,Amumu,Side.blue,11,525,2792,525,12,9116,0.9166666666666666,0,15,35,38142,36008,39,0,73,False
862,12,4,Corki,Side.red,4,168,3568,168,8,11616,1.625,9,14,2,99217,19507,159,0,26,False
863,4,7,Sivir,Side.red,3,3338,7556,3338,4,11443,1.25,2,14,1,174737,14100,236,2,34,False
864,4,14,Akshan,Side.red,10,7162,11611,7162,7,20712,4.142857142857143,19,18,1,231978,28656,256,5,38,True
865,1,4,Yasuo,Side.red,4,1214,11816,1214,9,12197,1.0,5,15,13,193665,23826,186,0,31,False
866,4,14,Riven,Side.blue,4,818,3497,818,4,9354,1.75,3,14,18,99704,14331,159,0,19,True
867,4,12,Irelia,Side.red,8,10381,24033,10381,5,17729,4.2,13,17,16,226145,35905,232,4,26,True
868,4,11,Gragas,Side.blue,2,106,10699,106,3,5959,1.3333333333333333,2,10,14,73868,17811,10,0,12,False
869,14,4,Lulu,Side.blue,17,256,2516,256,5,9593,3.6,1,16,28,9953,13051,19,0,108,True
870,12,4,Fiora,Side.red,5,13490,17432,13490,6,15827,3.0,13,17,14,197239,31713,202,4,18,True
871,4,14,Zed,Side.blue,8,1582,8580,1582,9,11970,1.5555555555555556,6,15,5,114654,22565,157,0,10,False
872,4,7,Xayah,Side.red,7,1967,9007,1967,9,14252,2.111111111111111,12,14,19,139838,21161,180,1,35,False
873,4,3,MissFortune,Side.red,4,2004,4315,2004,4,7459,1.5,2,12,7,71150,7662,150,0,18,True
874,12,4,Fiora,Side.blue,3,9737,15762,9737,5,14323,2.2,8,17,9,166668,42368,228,4,30,True
875,11,4,Evelynn,Side.blue,4,0,15347,0,7,12112,1.8571428571428572,9,15,15,132284,29094,20,0,16,False
876,11,4,LeeSin,Side.blue,9,309,13391,309,7,10430,2.2857142857142856,7,13,16,108811,30502,25,0,27,False
877,4,14,Rumble,Side.red,13,1393,4477,1393,8,13079,2.125,4,17,20,134408,24283,195,1,32,True
878,11,4,Ekko,Side.red,3,32,7092,32,6,5658,0.5,0,9,14,79106,18001,13,0,7,False
879,4,14,Akshan,Side.red,9,5189,16634,5189,2,14574,7.5,6,17,0,167289,17928,217,2,32,True
880,12,4,Galio,Side.blue,6,2745,3470,2745,3,7568,3.3333333333333335,4,12,19,66434,12308,115,0,15,True
881,11,4,Kindred,Side.blue,8,2180,33010,2180,9,10301,1.5555555555555556,6,13,6,151107,21042,47,2,26,False
882,4,14,Blitzcrank,Side.blue,11,381,5583,381,3,6541,5.0,4,11,29,28005,8487,31,0,44,True
883,21,4,Lux,Side.red,12,1807,4826,1807,1,10056,17.0,5,14,28,94248,4602,148,1,18,True
884,4,12,Sylas,Side.red,2,1946,1946,1946,8,9609,0.875,5,13,32,82502,30542,144,1,22,False
885,4,14,Teemo,Side.red,6,7156,12304,7156,2,10840,5.0,4,15,32,106687,12668,187,4,17,True
886,11,4,Evelynn,Side.red,6,0,11108,0,6,10295,2.0,6,14,14,148356,27367,10,0,33,False
887,14,4,Soraka,Side.red,21,1379,2141,1379,2,8175,12.0,3,12,32,13467,7457,12,2,65,True
888,12,14,Katarina,Side.red,6,0,1304,0,6,9824,1.8333333333333333,5,13,0,94440,19363,140,0,18,False
889,4,21,Warwick,Side.red,8,4192,9776,4192,4,10626,2.5,2,16,16,111799,32025,182,1,14,True
890,4,14,Lulu,Side.red,7,758,1668,758,6,6207,1.3333333333333333,1,12,21,20013,14657,8,0,50,False
891,4,12,Irelia,Side.blue,6,1471,1471,1471,5,10354,1.6,2,15,11,119285,30147,214,1,31,True
892,3,4,Pyke,Side.red,3,317,317,317,9,9122,0.6666666666666666,3,11,14,28418,17146,112,0,25,False
893,4,14,Nautilus,Side.blue,12,365,1169,365,8,7367,1.5,0,14,41,26801,20933,33,0,65,True
894,12,4,Karma,Side.red,3,0,0,0,7,4862,0.42857142857142855,0,10,25,42650,14581,90,0,15,False
895,14,4,Rakan,Side.red,30,269,4384,269,4,11631,7.5,0,18,60,36153,20596,46,0,118,True
896,14,4,Leblanc,Side.red,4,0,0,0,3,6565,2.0,2,11,14,39544,10003,118,0,11,False
897,4,12,Graves,Side.red,3,4095,7293,4095,7,12317,1.5714285714285714,8,14,19,140113,21292,179,2,20,False
898,4,12,Ziggs,Side.red,1,17182,20984,17182,5,10672,1.6,7,13,12,113395,14483,148,3,22,True
899,14,4,Thresh,Side.blue,5,0,0,0,3,5053,1.6666666666666667,0,11,16,14265,8231,40,0,37,False
900,4,12,Irelia,Side.red,1,894,894,894,9,6910,0.2222222222222222,1,11,5,77170,20505,173,0,8,False
901,7,4,Ezreal,Side.red,12,5311,13473,5311,6,11884,3.3333333333333335,8,14,1,121194,17461,164,1,24,True
902,14,11,Shaco,Side.blue,8,0,4803,0,7,9587,2.0,6,14,45,85902,21148,23,0,28,False
903,11,4,Kindred,Side.blue,4,954,7759,954,9,8943,0.8888888888888888,4,12,5,121677,21305,32,0,17,False
904,4,12,Fiora,Side.red,10,3694,3694,3694,8,11808,2.125,7,15,14,104164,39167,163,1,14,False
905,11,4,Graves,Side.red,5,2988,23930,2988,5,11148,1.8,4,15,12,189927,20219,15,2,28,True
906,11,4,RekSai,Side.red,6,648,26856,648,6,11696,2.3333333333333335,8,14,26,168116,31396,30,1,24,False
907,4,11,Graves,Side.blue,12,3943,40010,3943,0,12548,20.0,8,14,14,172194,18116,23,3,34,True
908,4,14,Talon,Side.blue,5,3069,4848,3069,2,8256,4.5,4,12,0,88218,8698,145,0,21,True
909,4,14,Teemo,Side.red,3,2295,2710,2295,7,10334,1.0,4,15,32,104293,17885,201,0,17,False
910,4,12,Chogath,Side.red,0,0,0,0,5,7865,0.8,4,13,58,94624,18272,157,0,13,False
911,7,4,Vayne,Side.red,0,100,5802,100,3,6976,0.3333333333333333,1,12,2,58787,9073,157,0,14,False
912,7,3,Yuumi,Side.blue,12,660,2487,660,6,7663,2.5,3,13,40,23413,16749,13,0,57,False
913,4,12,Lulu,Side.blue,11,217,4404,217,5,7783,2.6,2,14,19,49444,14719,112,0,20,True
914,4,11,Qiyana,Side.blue,5,0,9041,0,7,8241,1.5714285714285714,6,11,15,112936,17882,20,0,20,False
915,4,12,Xerath,Side.red,10,1815,5607,1815,3,11761,6.0,8,16,12,130739,11134,178,0,10,True
916,7,4,Tristana,Side.blue,4,1384,1384,1384,7,9858,0.7142857142857143,1,13,5,127282,16600,175,1,19,False
917,7,4,Vayne,Side.blue,6,0,3016,0,3,6904,2.6666666666666665,2,11,3,62832,9021,124,0,8,True
918,4,12,Malphite,Side.blue,1,370,370,370,3,9420,1.0,2,15,33,114569,13226,190,0,22,False
919,6,12,Singed,Side.blue,13,3703,3703,3703,9,13660,2.4444444444444446,9,16,44,143908,34339,208,1,26,True
920,4,12,Graves,Side.red,1,1611,1929,1611,7,6075,0.14285714285714285,0,12,7,87499,11478,147,0,22,False
921,7,4,Ezreal,Side.red,2,661,661,661,4,5148,0.5,0,9,0,55138,7105,128,0,5,False
922,4,12,Camille,Side.blue,4,1303,1315,1303,8,12765,1.125,5,15,23,146223,30030,217,1,33,False
923,12,4,Jayce,Side.blue,0,1050,1050,1050,8,4594,0.125,1,9,6,42888,14358,85,0,5,False
924,12,4,Akali,Side.blue,7,2475,2676,2475,10,12552,1.5,8,15,3,104882,38235,150,1,24,False
925,7,4,Ezreal,Side.blue,0,0,0,0,4,6351,0.25,1,10,0,67355,13723,155,0,16,False
926,14,12,Akali,Side.blue,4,79,79,79,5,8878,1.4,3,14,2,118428,19454,197,0,14,False
927,4,3,Lucian,Side.blue,15,2624,7348,2624,13,11700,1.5384615384615385,5,15,6,126578,22860,156,1,25,True
928,7,4,Swain,Side.blue,15,2671,13042,2671,4,11183,3.75,0,15,38,140388,23344,170,0,23,True
929,4,14,Pyke,Side.blue,6,0,97,0,6,5167,1.5,3,8,12,14850,10635,29,0,19,False
930,3,4,Aphelios,Side.red,10,9399,23391,9399,3,14505,6.666666666666667,10,15,19,172324,11528,183,4,39,True
931,4,3,Rakan,Side.blue,18,525,5070,525,0,5664,18.0,0,8,25,15809,6541,18,0,42,True
932,4,11,LeeSin,Side.blue,2,0,2556,0,3,5261,1.0,1,9,5,68739,9328,33,0,4,False
933,12,14,Jax,Side.blue,2,3412,3412,3412,12,9560,0.6666666666666666,6,12,17,67649,31443,106,1,12,False
934,4,7,Lucian,Side.red,10,1795,9599,1795,11,13883,1.2727272727272727,4,16,2,223678,26838,259,1,23,False
935,4,14,Blitzcrank,Side.red,16,0,688,0,5,8443,4.4,6,12,27,14274,17745,22,0,44,True
936,4,11,Talon,Side.red,7,0,34090,0,5,13918,3.2,9,16,8,203068,30426,52,0,42,False
937,14,12,Akali,Side.red,7,1445,2836,1445,4,8719,3.0,5,14,2,89948,16913,138,1,20,True
938,14,4,Kled,Side.red,10,7725,13717,7725,1,12684,15.0,5,16,5,138373,18966,203,3,18,True
939,4,3,Lux,Side.red,5,109,747,109,6,12595,1.8333333333333333,6,14,59,142084,12185,207,0,22,False
940,11,4,RekSai,Side.blue,6,3511,34452,3511,5,11053,2.2,5,15,18,157487,33580,15,0,33,False
941,14,11,Hecarim,Side.red,4,2324,18266,2324,4,12712,3.25,9,14,14,167876,33864,36,0,26,False
942,4,3,Seraphine,Side.red,10,1775,2589,1775,5,8252,2.4,2,13,17,90440,10865,155,0,20,False
943,4,12,Poppy,Side.blue,9,3830,3830,3830,4,11161,3.5,5,15,40,115074,29213,149,2,33,False
944,14,4,Lux,Side.blue,26,2185,8913,2185,6,11370,5.333333333333333,6,13,50,62252,14396,30,2,78,True
945,14,4,Shen,Side.blue,7,0,0,0,6,6532,1.1666666666666667,0,12,29,49420,20187,109,0,24,False
946,7,4,Caitlyn,Side.red,5,654,3373,654,9,6455,0.6666666666666666,1,10,18,65519,12899,104,0,18,False
947,14,4,MonkeyKing,Side.red,6,2073,4569,2073,7,9197,1.4285714285714286,4,14,9,77105,21302,118,0,11,True
948,4,11,Ekko,Side.blue,6,121,10988,121,5,9773,3.0,9,12,16,122397,23291,25,0,26,False
949,12,14,Jax,Side.red,3,9451,18412,9451,5,15648,2.4,9,16,13,176006,28857,220,3,31,True
950,4,14,Leona,Side.blue,10,0,465,0,2,4607,5.0,0,8,29,9737,9581,18,0,29,True
951,4,7,Jhin,Side.red,13,862,4398,862,3,11423,6.0,5,15,15,136459,14476,192,0,14,True
952,4,3,Nami,Side.blue,18,828,935,828,13,6910,1.3846153846153846,0,11,37,11294,18020,9,0,70,False
953,14,4,Singed,Side.red,12,1146,2408,1146,5,12844,3.2,4,17,49,161327,35044,212,0,29,True
954,4,12,Irelia,Side.blue,0,0,0,0,6,5081,0.3333333333333333,2,10,6,46880,12948,102,0,9,False
955,4,14,Lulu,Side.red,22,2963,2963,2963,2,10409,13.0,4,13,19,23076,7534,13,1,48,True
956,4,11,Kindred,Side.blue,5,77,7242,77,8,6498,0.875,2,10,6,73910,14869,13,0,16,False
957,3,4,Aphelios,Side.blue,7,10321,24838,10321,2,11730,6.0,5,13,12,124797,8782,166,3,15,True
958,14,4,Ekko,Side.blue,3,5626,7538,5626,7,14249,1.7142857142857142,9,16,10,166215,36309,199,2,19,False
959,4,12,Kennen,Side.red,0,206,3273,206,5,4234,0.0,0,9,9,39830,8585,95,0,11,False
960,4,3,Xayah,Side.blue,9,6953,23550,6953,5,16006,3.0,6,17,26,232261,19164,263,3,34,True
961,4,14,Soraka,Side.blue,16,1347,2927,1347,3,7403,5.333333333333333,0,12,29,17087,10393,7,0,64,True
962,4,12,TwistedFate,Side.red,3,0,0,0,4,5307,0.75,0,10,12,46325,9132,113,0,12,False
